theme,name,confirmed,definition,unit,type,tsuga_metric_name,widget_suggestions,aggregation,post_function,group_by,required_context_fields,optional_context_fields,absence_means,cardinality_footguns,variants,citations
Availability/Health,postgresql.connection.max,true,Maximum allowed connections (server setting),connections,gauge,postgresql.connection.max,query-value|timeseries,max,none,context.scope.name:10,context.env|context.team,context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",Safe,otel=postgresql.connection.max,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Capacity/Saturation,postgresql.database.count,true,Number of databases,{databases},counter,postgresql.database.count,query-value|timeseries,max,none,context.scope.name:10,context.env|context.team,context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",Safe,otel=postgresql.database.count,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Capacity/Saturation,postgresql.db_size,true,Size of each database in bytes,By,counter,postgresql.db_size,query-value|bar|top-list,max,none,context.postgresql.database.name:10|context.scope.name:10,context.env|context.team,context.postgresql.database.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",Medium cardinality on database label; keep bounded top-N,otel=postgresql.db_size,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Errors/Failures,postgresql.deadlocks,true,Number of deadlocks detected,{deadlocks},counter,postgresql.deadlocks,query-value|timeseries|top-list,sum,per-second,context.postgresql.database.name:10|context.scope.name:10,context.env|context.team,context.postgresql.database.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",Medium cardinality on database label; keep bounded top-N,otel=postgresql.deadlocks,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Throughput/Usage,postgresql.index.scans,true,Number of index scans initiated,{scans},counter,postgresql.index.scans,query-value|timeseries|top-list,sum,per-second,context.postgresql.database.name:10|context.postgresql.table.name:10|context.postgresql.index.name:10,context.env|context.team,context.postgresql.database.name|context.postgresql.index.name|context.postgresql.table.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",High-cardinality on table/index labels; keep strict top-N limits,otel=postgresql.index.scans,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Capacity/Saturation,postgresql.index.size,true,Size of indexes in bytes,By,gauge,postgresql.index.size,query-value|bar|top-list,max,none,context.postgresql.database.name:10|context.postgresql.table.name:10|context.postgresql.index.name:10,context.env|context.team,context.postgresql.database.name|context.postgresql.index.name|context.postgresql.table.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",High-cardinality on table/index labels; keep strict top-N limits,otel=postgresql.index.size,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Throughput/Usage,postgresql.operations,true,Row operations by type (ins/upd/del/hot_upd),{operations},counter,postgresql.operations,timeseries|top-list|bar,sum,per-second,context.operation:5|context.postgresql.database.name:10|context.postgresql.table.name:10,context.env|context.team,context.operation|context.postgresql.database.name|context.postgresql.table.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",High-cardinality on table/index labels; keep strict top-N limits,otel=postgresql.operations,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Throughput/Usage,postgresql.rollbacks,true,Rolled back transactions per database,{transactions},counter,postgresql.rollbacks,query-value|timeseries|top-list,sum,per-second,context.postgresql.database.name:10|context.scope.name:10,context.env|context.team,context.postgresql.database.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",Medium cardinality on database label; keep bounded top-N,otel=postgresql.rollbacks,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Availability/Health,postgresql.rows,true,Number of rows by state (live/dead),{rows},counter,postgresql.rows,timeseries|top-list|bar,max,none,context.state:2|context.postgresql.database.name:10|context.postgresql.table.name:10,context.env|context.team,context.postgresql.database.name|context.postgresql.table.name|context.state|context.scope.name|context.k8s.cluster.name,Likely missing table-level pg_stat visibility or insufficient database privileges,High-cardinality on table/index labels; keep strict top-N limits,otel=postgresql.rows,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Capacity/Saturation,postgresql.table.count,true,Number of user tables per database,{tables},counter,postgresql.table.count,query-value|timeseries,max,none,context.postgresql.database.name:10|context.scope.name:10,context.env|context.team,context.postgresql.database.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",Medium cardinality on database label; keep bounded top-N,otel=postgresql.table.count,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Capacity/Saturation,postgresql.table.size,true,Size of tables in bytes,By,counter,postgresql.table.size,query-value|bar|top-list,max,none,context.postgresql.database.name:10|context.postgresql.table.name:10,context.env|context.team,context.postgresql.database.name|context.postgresql.table.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",High-cardinality on table/index labels; keep strict top-N limits,otel=postgresql.table.size,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Availability/Health,postgresql.table.vacuum.count,true,Number of vacuum operations,{vacuums},counter,postgresql.table.vacuum.count,query-value|timeseries|top-list,sum,per-second,context.postgresql.database.name:10|context.postgresql.table.name:10,context.env|context.team,context.postgresql.database.name|context.postgresql.table.name|context.scope.name|context.k8s.cluster.name,Likely missing table-level pg_stat visibility or insufficient database privileges,High-cardinality on table/index labels; keep strict top-N limits,otel=postgresql.table.vacuum.count,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Throughput/Usage,postgresql.tup_deleted,true,Rows deleted per database,{tuples},counter,postgresql.tup_deleted,query-value|timeseries|top-list,sum,per-second,context.postgresql.database.name:10|context.scope.name:10,context.env|context.team,context.postgresql.database.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",Medium cardinality on database label; keep bounded top-N,otel=postgresql.tup_deleted,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Throughput/Usage,postgresql.tup_fetched,true,Rows fetched by queries per database,{tuples},counter,postgresql.tup_fetched,query-value|timeseries|top-list,sum,per-second,context.postgresql.database.name:10|context.scope.name:10,context.env|context.team,context.postgresql.database.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",Medium cardinality on database label; keep bounded top-N,otel=postgresql.tup_fetched,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Throughput/Usage,postgresql.tup_inserted,true,Rows inserted per database,{tuples},counter,postgresql.tup_inserted,query-value|timeseries|top-list,sum,per-second,context.postgresql.database.name:10|context.scope.name:10,context.env|context.team,context.postgresql.database.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",Medium cardinality on database label; keep bounded top-N,otel=postgresql.tup_inserted,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Throughput/Usage,postgresql.tup_returned,true,Rows returned by queries per database,{tuples},counter,postgresql.tup_returned,query-value|timeseries|top-list,sum,per-second,context.postgresql.database.name:10|context.scope.name:10,context.env|context.team,context.postgresql.database.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",Medium cardinality on database label; keep bounded top-N,otel=postgresql.tup_returned,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
Throughput/Usage,postgresql.tup_updated,true,Rows updated per database,{tuples},counter,postgresql.tup_updated,query-value|timeseries|top-list,sum,per-second,context.postgresql.database.name:10|context.scope.name:10,context.env|context.team,context.postgresql.database.name|context.scope.name|context.k8s.cluster.name,"Metric missing due exporter scope, permissions, or feature not enabled",Medium cardinality on database label; keep bounded top-N,otel=postgresql.tup_updated,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/postgresqlreceiver/README.md|https://www.postgresql.org/docs/current/monitoring-stats.html
