theme,name,confirmed,definition,unit,type,tsuga_metric_name,widget_suggestions,aggregation,post_function,group_by,required_context_fields,optional_context_fields,absence_means,cardinality_footguns,variants,citations
Throughput/Usage,otelcol_exporter_sent_metric_points_total,true,Number of metric data points successfully sent to the backend.,{datapoint},counter,otelcol_exporter_sent_metric_points_total,timeseries|query-value,sum,per-second,context.exporter:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Metrics exporter not working or backend unreachable.,context.exporter safe.,prometheus=otelcol_exporter_sent_metric_points_total|otlp=otelcol_exporter_sent_metric_points,https://opentelemetry.io/docs/collector/internal-telemetry/
Throughput/Usage,otelcol_exporter_sent_log_records_total,true,Number of log records successfully sent to the backend.,{logrecord},counter,otelcol_exporter_sent_log_records_total,timeseries|query-value,sum,per-second,context.exporter:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Log exporter not working or backend unreachable.,context.exporter safe.,prometheus=otelcol_exporter_sent_log_records_total|otlp=otelcol_exporter_sent_log_records,https://opentelemetry.io/docs/collector/internal-telemetry/
Errors/Failures,otelcol_exporter_send_failed_spans_total,true,Number of spans permanently lost after all export retries were exhausted. This is the primary data loss signal. Any sustained non-zero rate is a critical condition requiring immediate investigation.,{span},counter,otelcol_exporter_send_failed_spans_total,timeseries|query-value|top-list,sum,per-second,context.exporter:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,No data loss on trace pipeline (healthy).,context.exporter safe.,prometheus=otelcol_exporter_send_failed_spans_total|otlp=otelcol_exporter_send_failed_spans,https://opentelemetry.io/docs/collector/internal-telemetry/
Errors/Failures,otelcol_exporter_send_failed_metric_points_total,true,Number of metric data points permanently lost after all export retries. Critical data loss signal for the metrics pipeline.,{datapoint},counter,otelcol_exporter_send_failed_metric_points_total,timeseries|query-value,sum,per-second,context.exporter:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,No data loss on metrics pipeline (healthy).,context.exporter safe.,prometheus=otelcol_exporter_send_failed_metric_points_total|otlp=otelcol_exporter_send_failed_metric_points,https://opentelemetry.io/docs/collector/internal-telemetry/
Errors/Failures,otelcol_exporter_send_failed_log_records_total,true,Number of log records permanently lost after all export retries. Critical data loss signal for the log pipeline.,{logrecord},counter,otelcol_exporter_send_failed_log_records_total,timeseries|query-value,sum,per-second,context.exporter:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,No data loss on log pipeline (healthy).,context.exporter safe.,prometheus=otelcol_exporter_send_failed_log_records_total|otlp=otelcol_exporter_send_failed_log_records,https://opentelemetry.io/docs/collector/internal-telemetry/
Errors/Failures,otelcol_exporter_enqueue_failed_spans_total,true,Number of spans dropped because the exporter queue was full at enqueue time. Occurs before any export attempt — these items never reach the backend. Distinct from send_failed (which exhausted retries).,{span},counter,otelcol_exporter_enqueue_failed_spans_total,timeseries|query-value,sum,per-second,context.exporter:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Queue has headroom; no items are being dropped at enqueue (healthy).,context.exporter safe.,prometheus=otelcol_exporter_enqueue_failed_spans_total,https://opentelemetry.io/docs/collector/internal-telemetry/
Errors/Failures,otelcol_exporter_enqueue_failed_log_records_total,true,Number of log records dropped because the exporter queue was full at enqueue time. Companion to enqueue_failed_spans for the log pipeline.,{logrecord},counter,otelcol_exporter_enqueue_failed_log_records_total,timeseries|query-value,sum,per-second,context.exporter:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,No log records dropped at enqueue (healthy).,context.exporter safe.,prometheus=otelcol_exporter_enqueue_failed_log_records_total,https://opentelemetry.io/docs/collector/internal-telemetry/
Capacity/Saturation,otelcol_exporter_queue_size,true,Current number of items sitting in the exporter retry/send queue. Oscillating 0-40% of capacity is healthy. Steadily climbing or flat at capacity indicates backend pressure.,{item},gauge,otelcol_exporter_queue_size,timeseries|query-value|top-list,max,none,context.exporter:10|context.data_type:3,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Exporter queue is empty (items draining quickly — healthy) or exporter not configured.,context.exporter safe. context.data_type disambiguates spans/metrics/logs queue.,prometheus=otelcol_exporter_queue_size,https://opentelemetry.io/docs/collector/internal-telemetry/
Capacity/Saturation,otelcol_exporter_queue_capacity,true,Maximum configured capacity of the exporter queue. Use alongside queue_size to compute fill percentage (queue_size / queue_capacity * 100). When full and send_failed rising: active data loss.,{item},gauge,otelcol_exporter_queue_capacity,query-value,max,none,context.exporter:10|context.data_type:3,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Exporter queue not configured (rare — default is 1000 for OTLP exporter).,context.exporter safe.,prometheus=otelcol_exporter_queue_capacity,https://opentelemetry.io/docs/collector/internal-telemetry/
Throughput/Usage,otelcol_processor_accepted_spans_total,true,Number of spans accepted by a processor and entering the processor stage. Useful for identifying which processor is a throughput bottleneck.,{span},counter,otelcol_processor_accepted_spans_total,timeseries|top-list,sum,per-second,context.processor:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Processor not in pipeline or self-telemetry disabled.,context.processor safe (few processors).,prometheus=otelcol_processor_accepted_spans_total|otlp=otelcol_processor_accepted_spans,https://opentelemetry.io/docs/collector/internal-telemetry/
Throughput/Usage,otelcol_processor_accepted_metric_points_total,true,Number of metric data points accepted by a processor.,{datapoint},counter,otelcol_processor_accepted_metric_points_total,timeseries,sum,per-second,context.processor:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Processor not in pipeline or self-telemetry disabled.,context.processor safe.,prometheus=otelcol_processor_accepted_metric_points_total|otlp=otelcol_processor_accepted_metric_points,https://opentelemetry.io/docs/collector/internal-telemetry/
Throughput/Usage,otelcol_processor_accepted_log_records_total,true,Number of log records accepted by a processor.,{logrecord},counter,otelcol_processor_accepted_log_records_total,timeseries,sum,per-second,context.processor:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Processor not in pipeline or self-telemetry disabled.,context.processor safe.,prometheus=otelcol_processor_accepted_log_records_total|otlp=otelcol_processor_accepted_log_records,https://opentelemetry.io/docs/collector/internal-telemetry/
Errors/Failures,otelcol_processor_dropped_spans,true,"Number of spans explicitly dropped by a processor (e.g., filterprocessor, tailsampling). Non-zero is expected for filter/sampler processors. Alert if non-zero on processors that should pass everything through.",{span},counter,otelcol_processor_dropped_spans,timeseries|query-value,sum,per-second,context.processor:10,context.env|context.team,,No spans are being dropped by any processor (healthy for non-filter processors).,context.processor safe. Non-_total variant; note context.k8s.cluster.name absent.,prometheus=otelcol_processor_dropped_spans,https://opentelemetry.io/docs/collector/internal-telemetry/
Errors/Failures,otelcol_processor_dropped_metric_points,true,Number of metric data points explicitly dropped by a processor.,{datapoint},counter,otelcol_processor_dropped_metric_points,timeseries|query-value,sum,per-second,context.processor:10,context.env|context.team,,No metric points being dropped by any processor.,context.processor safe. Non-_total variant.,prometheus=otelcol_processor_dropped_metric_points,https://opentelemetry.io/docs/collector/internal-telemetry/
Errors/Failures,otelcol_processor_dropped_log_records,true,Number of log records explicitly dropped by a processor.,{logrecord},counter,otelcol_processor_dropped_log_records,timeseries|query-value,sum,per-second,context.processor:10,context.env|context.team,,No log records being dropped by any processor.,context.processor safe. Non-_total variant.,prometheus=otelcol_processor_dropped_log_records,https://opentelemetry.io/docs/collector/internal-telemetry/
Throughput/Usage,otelcol_processor_incoming_items_total,true,Total items (all signal types combined) entering any processor. Generic cross-signal throughput signal. Use with outgoing_items to detect which processor is dropping items.,{item},counter,otelcol_processor_incoming_items_total,timeseries|query-value,sum,per-second,context.processor:10|context.otel.signal:3,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Processor not in pipeline or self-telemetry disabled.,context.processor safe. context.otel.signal splits by traces/metrics/logs.,prometheus=otelcol_processor_incoming_items_total|otlp=otelcol_processor_incoming_items,https://opentelemetry.io/docs/collector/internal-telemetry/
Throughput/Usage,otelcol_processor_outgoing_items_total,true,"Total items (all signal types combined) exiting a processor. If incoming > outgoing for a processor, items are being dropped by that processor (expected for filter/sampler; alert for others).",{item},counter,otelcol_processor_outgoing_items_total,timeseries|query-value,sum,per-second,context.processor:10|context.otel.signal:3,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Processor not in pipeline or self-telemetry disabled.,context.processor safe. context.otel.signal splits by traces/metrics/logs.,prometheus=otelcol_processor_outgoing_items_total|otlp=otelcol_processor_outgoing_items,https://opentelemetry.io/docs/collector/internal-telemetry/
Performance/Latency,otelcol_processor_batch_batch_send_size,true,Distribution of the number of items sent per batch by the batch processor. p95 near configured send_batch_size = healthy (size-driven). p95 far below send_batch_size = timeout-driven flushing (traffic too low or timeout too short).,{item},histogram,otelcol_processor_batch_batch_send_size,timeseries|query-value,percentile(p95),none,context.processor:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Batch processor not in pipeline or self-telemetry disabled.,context.processor safe.,prometheus=otelcol_processor_batch_batch_send_size,https://github.com/open-telemetry/opentelemetry-collector/tree/main/processor/batchprocessor
Performance/Latency,otelcol_processor_batch_timeout_trigger_send_total,true,Number of times the batch processor flushed because the send_batch_timeout timer fired (timeout-driven flush). High rate relative to total flushes at normal traffic indicates batch size config is too large for the traffic pattern.,{batch},counter,otelcol_processor_batch_timeout_trigger_send_total,timeseries|query-value,sum,per-second,context.processor:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Batch processor not in pipeline or all flushes are size-driven (healthy at high traffic).,context.processor safe.,prometheus=otelcol_processor_batch_timeout_trigger_send_total|otlp=otelcol_processor_batch_timeout_trigger_send,https://github.com/open-telemetry/opentelemetry-collector/tree/main/processor/batchprocessor
Capacity/Saturation,otelcol_processor_batch_metadata_cardinality,true,Number of distinct metadata (resource attribute) combinations currently tracked by the batch processor. High values (>100) indicate resource attribute explosion causing memory pressure. Each distinct combination gets its own batch bucket.,{item},gauge,otelcol_processor_batch_metadata_cardinality,timeseries|query-value,max,none,context.processor:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Batch processor not in pipeline or all telemetry shares the same resource attributes (ideal: value = 1).,context.processor safe. If metric itself missing — batch processor not configured.,prometheus=otelcol_processor_batch_metadata_cardinality,https://github.com/open-telemetry/opentelemetry-collector/tree/main/processor/batchprocessor
Capacity/Saturation,otelcol_process_cpu_seconds_total,true,CPU time consumed by the collector process in seconds. Delta counter. Use per-second rate to approximate CPU utilization (value near 1.0 = ~1 full CPU core). Split by context.service.instance.id per pod.,s,counter,otelcol_process_cpu_seconds_total,timeseries|query-value,sum,per-second,context.service.instance.id:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Process self-telemetry not enabled or collector not running. Check telemetry.metrics.level setting.,context.service.instance.id = collector pod (bounded by pod count).,prometheus=otelcol_process_cpu_seconds_total,https://github.com/open-telemetry/opentelemetry-collector/blob/main/service/internal/telemetry
Capacity/Saturation,otelcol_process_memory_rss_bytes,true,Resident set size (RSS) memory used by the collector process in bytes. Key signal for memory_limiter health. Rising toward configured limit triggers refused_* backpressure.,By,gauge,otelcol_process_memory_rss_bytes,timeseries|query-value,max,none,context.service.instance.id:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Process self-telemetry not enabled. Check telemetry.metrics.level setting.,context.service.instance.id = collector pod.,prometheus=otelcol_process_memory_rss_bytes,https://github.com/open-telemetry/opentelemetry-collector/blob/main/service/internal/telemetry
Availability/Health,otelcol_process_uptime_seconds_total,true,"Collector process uptime as a delta counter (seconds elapsed per scrape interval). Use sum + per-second to produce an uptime rate: 1.0 = running continuously, <1.0 = recent restart. A drop indicates a pod restart — correlate with send_failed/refused spikes before the reset.",s,counter,otelcol_process_uptime_seconds_total,timeseries|query-value,sum,per-second,context.service.instance.id:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Process telemetry not enabled or collector not running.,context.service.instance.id = collector pod.,prometheus=otelcol_process_uptime_seconds_total|alt=otelcol_process_uptime,https://github.com/open-telemetry/opentelemetry-collector/blob/main/service/internal/telemetry
Capacity/Saturation,otelcol_process_runtime_heap_alloc_bytes,true,Go runtime heap memory currently allocated by the collector process. Useful for detecting memory leaks (heap growing without plateau) and correlating with memory_limiter triggers. Requires telemetry.metrics.level: detailed.,By,gauge,otelcol_process_runtime_heap_alloc_bytes,timeseries,max,none,context.service.instance.id:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Detailed telemetry not enabled (requires telemetry.metrics.level: detailed) or metric emitted under different name.,context.service.instance.id = collector pod.,prometheus=otelcol_process_runtime_heap_alloc_bytes,https://github.com/open-telemetry/opentelemetry-collector/blob/main/service/internal/telemetry
Capacity/Saturation,otelcol_process_runtime_total_sys_memory_bytes,true,Total memory obtained from the OS by the Go runtime. Broader than heap_alloc; includes runtime overhead. Use alongside heap_alloc to understand total collector memory footprint.,By,gauge,otelcol_process_runtime_total_sys_memory_bytes,timeseries,max,none,context.service.instance.id:10,context.env|context.team,context.k8s.cluster.name:10|context.service.instance.id:10,Detailed telemetry not enabled or metric absent in this collector version.,context.service.instance.id = collector pod.,prometheus=otelcol_process_runtime_total_sys_memory_bytes,https://github.com/open-telemetry/opentelemetry-collector/blob/main/service/internal/telemetry
Cost,NOT_APPLICABLE,false,OpenTelemetry Collector is an infrastructure pipeline component with no direct cost metrics. Resource usage (CPU/memory) is the closest proxy for cost. Use otelcol_process_cpu_seconds_total and otelcol_process_memory_rss_bytes as compute cost proxies. Consider cardinality reduction (filter processors) to lower downstream storage costs.,N/A,N/A,NOT_APPLICABLE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
