theme,name,confirmed,definition,unit,type,tsuga_metric_name,widget_suggestions,aggregation,post_function,group_by,required_context_fields,optional_context_fields,absence_means,cardinality_footguns,variants,citations
Throughput/Usage,IncomingBytes,false,MISSING — not present in Tsuga. Bytes successfully ingested by the delivery stream. Absent because the Prometheus CloudWatch Exporter is not exporting this metric for the org's streams.,By,summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Metric not exported by collector,N/A,cw_metric=IncomingBytes,https://docs.aws.amazon.com/firehose/latest/dev/monitoring-with-cloudwatch-metrics.html
Capacity/Saturation,BytesPerSecondLimit,false,MISSING — not present in Tsuga. Current throughput limit for the delivery stream in bytes/s. Absent from the Prometheus CloudWatch Exporter's metric set for the org's streams.,By/s,summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Metric not exported by collector,N/A,cw_metric=BytesPerSecondLimit,https://docs.aws.amazon.com/firehose/latest/dev/limits.html
Capacity/Saturation,RecordsPerSecondLimit,false,MISSING — not present in Tsuga. Current records/s limit for the delivery stream. Absent from the Prometheus CloudWatch Exporter's metric set.,{record}/s,summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Metric not exported by collector,N/A,cw_metric=RecordsPerSecondLimit,https://docs.aws.amazon.com/firehose/latest/dev/limits.html
Availability/Health,DeliveryToS3.DataFreshness,false,MISSING — org uses HTTP endpoint destination not S3. All DeliveryToS3.* metrics are absent. Use aws_firehose_delivery_to_http_endpoint_data_freshness instead.,s,summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,S3 not the configured destination,N/A,cw_metric=DeliveryToS3.DataFreshness,https://docs.aws.amazon.com/firehose/latest/dev/monitoring-with-cloudwatch-metrics.html
Availability/Health,DeliveryToS3.Success,false,MISSING — org uses HTTP endpoint destination not S3.,1,summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,S3 not the configured destination,N/A,cw_metric=DeliveryToS3.Success,https://docs.aws.amazon.com/firehose/latest/dev/monitoring-with-cloudwatch-metrics.html
Throughput/Usage,DeliveryToS3.Bytes,false,MISSING — org uses HTTP endpoint destination not S3.,By,summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,S3 not the configured destination,N/A,cw_metric=DeliveryToS3.Bytes,https://docs.aws.amazon.com/firehose/latest/dev/monitoring-with-cloudwatch-metrics.html
Throughput/Usage,DeliveryToS3.Records,false,MISSING — org uses HTTP endpoint destination not S3.,{record},summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,S3 not the configured destination,N/A,cw_metric=DeliveryToS3.Records,https://docs.aws.amazon.com/firehose/latest/dev/monitoring-with-cloudwatch-metrics.html
Performance/Latency,ExecuteProcessing.Duration,false,MISSING — Lambda transformation not enabled on the org's delivery streams.,ms,summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Lambda transformation not enabled,N/A,cw_metric=ExecuteProcessing.Duration,https://docs.aws.amazon.com/firehose/latest/dev/data-transformation.html
Availability/Health,ExecuteProcessing.Success,false,MISSING — Lambda transformation not enabled on the org's delivery streams.,1,summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Lambda transformation not enabled,N/A,cw_metric=ExecuteProcessing.Success,https://docs.aws.amazon.com/firehose/latest/dev/data-transformation.html
Throughput/Usage,SucceedProcessing.Records,false,MISSING — Lambda transformation not enabled.,{record},summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Lambda transformation not enabled,N/A,cw_metric=SucceedProcessing.Records,https://docs.aws.amazon.com/firehose/latest/dev/data-transformation.html
Errors/Failures,FailedConversion.Records,false,MISSING — format conversion not enabled on the org's delivery streams.,{record},summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Format conversion not enabled,N/A,cw_metric=FailedConversion.Records,https://docs.aws.amazon.com/firehose/latest/dev/record-format-conversion.html
Throughput/Usage,SucceedConversion.Records,false,MISSING — format conversion not enabled.,{record},summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Format conversion not enabled,N/A,cw_metric=SucceedConversion.Records,https://docs.aws.amazon.com/firehose/latest/dev/record-format-conversion.html
Availability/Health,BackupToS3.DataFreshness,false,MISSING — S3 backup not enabled (Lambda transformation not active).,s,summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Backup not enabled,N/A,cw_metric=BackupToS3.DataFreshness,https://docs.aws.amazon.com/firehose/latest/dev/data-transformation.html
Availability/Health,BackupToS3.Success,false,MISSING — S3 backup not enabled.,1,summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Backup not enabled,N/A,cw_metric=BackupToS3.Success,https://docs.aws.amazon.com/firehose/latest/dev/data-transformation.html
Capacity/Saturation,PartitionCount,false,MISSING — dynamic partitioning not enabled on the org's delivery streams.,{partition},summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Dynamic partitioning not enabled,N/A,cw_metric=PartitionCount,https://docs.aws.amazon.com/firehose/latest/dev/dynamic-partitioning.html
Performance/Latency,KinesisMillisBehindLatest,false,MISSING — Kinesis Data Streams is not the source for the org's delivery streams.,ms,summary,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,Kinesis source not configured,N/A,cw_metric=KinesisMillisBehindLatest,https://docs.aws.amazon.com/firehose/latest/dev/monitoring-with-cloudwatch-metrics.html
Cost,NOT_APPLICABLE,false,"Firehose does not expose a direct cost metric. Cost is driven by ingested data volume. Use aws_firehose_put_record_batch_bytes (sum+rate) as cost proxy — Firehose pricing is per-GB ingested. For detailed cost analysis use AWS Cost Explorer with service filter 'AmazonKinesisFirehose'.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,context.env|context.team,context.cloud.account.id,N/A,N/A,N/A,https://aws.amazon.com/firehose/pricing/
