theme,name,confirmed,definition,unit,type,tsuga_metric_name,widget_suggestions,aggregation,post_function,group_by,required_context_fields,optional_context_fields,absence_means,cardinality_footguns,variants,citations
Performance/Latency,rabbitmq.queue.consumer.count,true,Consumer count per queue. Useful for ownership and skew checks.,{consumer},gauge,rabbitmq_queue_consumers,top-list|timeseries|bar,sum,none,context.service.instance.id:15|context.rabbitmq.cluster:10,context.env|context.team,context.service.instance.id|context.rabbitmq.cluster,No queue-tagged telemetry or no consumers,High cardinality at queue level,otel=rabbitmq.queue.consumer.count,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Performance/Latency,rabbitmq.queue.consumer.utilisation,true,Queue consumer utilisation ratio between 0 and 1 where lower suggests slower consumers.,1,gauge,rabbitmq_queue_consumer_utilisation,query-value|timeseries|top-list,average,none,context.service.instance.id:15|context.rabbitmq.cluster:10,context.env|context.team,context.service.instance.id|context.rabbitmq.cluster,Queue utilisation dimension unavailable or no active consumers,Queue cardinality can be high,otel=rabbitmq.queue.consumer.utilisation,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Performance/Latency,rabbitmq.node.consumer.count,true,Consumer count rolled up by node for hotspot detection.,{consumer},gauge,rabbitmq_channel_consumers,query-value|timeseries|top-list,sum,none,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,No consumers or node dimension missing,Safe,otel=rabbitmq.node.consumer.count,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Performance/Latency,rabbitmq.node.consumer.utilisation,true,Node-level consumer utilisation ratio for broad health checks.,1,gauge,rabbitmq_queue_consumer_utilisation,query-value|timeseries|top-list,average,none,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,No consumers or utilisation dimension absent,Safe,otel=rabbitmq.node.consumer.utilisation,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Capacity/Saturation,rabbitmq.node.disk.free,true,Node disk free bytes for multi-node headroom comparison.,By,gauge,rabbitmq_disk_space_available_bytes,query-value|timeseries|top-list,min,none,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,Node metric missing,Safe,otel=rabbitmq.node.disk.free,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Capacity/Saturation,rabbitmq.node.disk.free.limit,true,Node disk free limit bytes for alarm headroom math.,By,gauge,rabbitmq_disk_space_available_limit_bytes,query-value|timeseries|min,none,context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,Node limit metric missing,Safe,otel=rabbitmq.node.disk.free.limit,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Capacity/Saturation,rabbitmq.node.file_descriptors,true,Current file descriptor usage by node runtime.,{file},gauge,rabbitmq_process_open_fds,query-value|timeseries|top-list,max,none,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,Node metric missing,Safe,otel=rabbitmq.node.file_descriptors,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Capacity/Saturation,rabbitmq.node.file_descriptors.limit,true,Node file descriptor limit used for utilisation denominator.,{file},gauge,rabbitmq_process_max_fds,query-value|timeseries,max,none,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,Node limit metric missing,Safe,otel=rabbitmq.node.file_descriptors.limit,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Throughput/Usage,rabbitmq.node.message.published,true,Node-level published message counter useful for node skew analysis.,{message},counter,rabbitmq_channel_messages_published_total,timeseries|top-list|query-value,sum,per-second,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,No node-level publish telemetry,Safe,otel=rabbitmq.node.message.published,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Throughput/Usage,rabbitmq.node.message.delivered,true,Node-level delivered message counter for egress skew analysis.,{message},counter,rabbitmq_channel_messages_delivered_total,timeseries|top-list|query-value,sum,per-second,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,No node-level delivery telemetry,Safe,otel=rabbitmq.node.message.delivered,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Errors/Failures,rabbitmq.node.message.acknowledged,true,Node-level acknowledgement counter indicating successful consumer processing completions.,{message},counter,rabbitmq_channel_get_ack_total,timeseries|query-value|top-list,sum,per-second,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,No ack telemetry or no successful processing,Safe,otel=rabbitmq.node.message.acknowledged,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Errors/Failures,rabbitmq.node.message.confirmed,true,Node-level publisher confirm counter indicating broker acknowledgement back to publishers.,{message},counter,rabbitmq_channel_messages_confirmed_total,timeseries|query-value|top-list,sum,per-second,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,No confirm telemetry or confirms not enabled in clients,Safe,otel=rabbitmq.node.message.confirmed,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Capacity/Saturation,rabbitmq.node.message.current,true,Node-level queued message depth counter-like sum used for per-node backlog pressure.,{message},gauge,rabbitmq_queue_messages,timeseries|query-value|top-list,sum,none,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,No queued messages or node metric absent,Safe,otel=rabbitmq.node.message.current,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Errors/Failures,rabbitmq.node.message.redelivered,true,Node-level redelivery counter showing retries and possible processing failure loops.,{message},counter,rabbitmq_channel_messages_redelivered_total,timeseries|query-value|top-list,sum,per-second,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,No redeliveries or telemetry absent,Safe,otel=rabbitmq.node.message.redelivered,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Capacity/Saturation,rabbitmq.node.processes,true,Current Erlang process usage at node level.,{process},gauge,erlang_vm_process_count,query-value|timeseries|top-list,max,none,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,Node process telemetry missing,Safe,otel=rabbitmq.node.processes,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Capacity/Saturation,rabbitmq.node.processes.limit,true,Node Erlang process limit denominator for saturation ratio.,{process},gauge,rabbitmq_erlang_processes_limit,query-value|timeseries,max,none,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,Node process limit metric missing,Safe,otel=rabbitmq.node.processes.limit,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Capacity/Saturation,rabbitmq.node.sock_descriptors,true,Current socket descriptor usage at node level.,{socket},gauge,rabbitmq_process_open_tcp_sockets,query-value|timeseries|top-list,max,none,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,Node socket telemetry missing,Safe,otel=rabbitmq.node.sock_descriptors,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Capacity/Saturation,rabbitmq.node.sock_descriptors.limit,true,Node socket descriptor limit denominator for saturation ratio.,{socket},gauge,rabbitmq_process_max_tcp_sockets,query-value|timeseries,max,none,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,Node socket limit metric missing,Safe,otel=rabbitmq.node.sock_descriptors.limit,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Capacity/Saturation,rabbitmq.node.queue.count,true,Number of queues hosted on each node used for backlog normalization and topology pressure.,{queue},gauge,rabbitmq_queues,query-value|timeseries|top-list,max,none,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,No node queue telemetry,Safe,otel=rabbitmq.node.queue.count,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Throughput/Usage,rabbitmq.node.disk.io.read,true,Node disk read bytes counter associated with broker I/O pressure and paging behavior.,By,counter,rabbitmq_io_read_bytes_total,timeseries|query-value|top-list,sum,per-second,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,Node disk read telemetry missing,Safe,otel=rabbitmq.node.disk.io.read,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Throughput/Usage,rabbitmq.node.disk.io.write,true,Node disk write bytes counter associated with persistence and queue churn load.,By,counter,rabbitmq_io_write_bytes_total,timeseries|query-value|top-list,sum,per-second,context.net.host.name:10|context.net.host.name:10,context.env|context.team,context.net.host.name|context.service.name,Node disk write telemetry missing,Safe,otel=rabbitmq.node.disk.io.write,https://raw.githubusercontent.com/open-telemetry/opentelemetry-collector-contrib/main/receiver/rabbitmqreceiver/metadata.yaml
Capacity/Saturation,rabbitmq.message.ready,true,Messages immediately available for delivery from queues.,{message},gauge,rabbitmq_queue_messages_ready,query-value|timeseries|top-list,sum,none,context.service.instance.id:15|context.net.host.name:10,context.env|context.team,context.rabbitmq.cluster|context.service.instance.id|context.net.host.name,No ready backlog or metric unavailable,Service instance IDs can be high cardinality; always bound top N,mcp=rabbitmq_queue_messages_ready,https://www.rabbitmq.com/docs/http-api-reference
Capacity/Saturation,rabbitmq.message.unacked,true,Messages delivered but not yet acknowledged by consumers.,{message},gauge,rabbitmq_queue_messages_unacked,query-value|timeseries|top-list,sum,none,context.service.instance.id:15|context.net.host.name:10,context.env|context.team,context.rabbitmq.cluster|context.service.instance.id|context.net.host.name,No in-flight backlog or metric unavailable,Service instance IDs can be high cardinality; always bound top N,mcp=rabbitmq_queue_messages_unacked,https://www.rabbitmq.com/docs/http-api-reference
Cost,NOT_APPLICABLE,false,"RabbitMQ broker telemetry does not expose direct billing metrics; use resource proxies like disk IO descriptor utilisation and queue depth to estimate operational cost pressure.",,,,,,,,,,,,,
