theme,name,confirmed,definition,unit,type,tsuga_metric_name,widget_suggestions,aggregation,post_function,group_by,required_context_fields,optional_context_fields,absence_means,cardinality_footguns,variants,citations
Capacity/Saturation,pubsub.googleapis.com/topic/num_retained_messages,true,Number of messages retained in a topic.,{message},gauge,pubsub.googleapis.com/topic/num_retained_messages,timeseries|query-value,sum,none,context.topic_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,Topic retention not configured,Safe,gcp=pubsub.googleapis.com/topic/num_retained_messages,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Capacity/Saturation,pubsub.googleapis.com/topic/retained_bytes,true,Total byte size of messages retained in a topic.,By,gauge,pubsub.googleapis.com/topic/retained_bytes,timeseries|query-value,sum,none,context.topic_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,Topic retention not configured,Safe,gcp=pubsub.googleapis.com/topic/retained_bytes,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Performance/Latency,pubsub.googleapis.com/topic/oldest_retained_message_age,true,Age of oldest message retained in a topic in seconds.,s,gauge,pubsub.googleapis.com/topic/oldest_retained_message_age,timeseries|query-value,max,none,context.topic_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,Topic retention not configured,Safe,gcp=pubsub.googleapis.com/topic/oldest_retained_message_age,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Throughput/Usage,pubsub.googleapis.com/subscription/sent_message_count,true,Number of messages sent to subscribers. Core consumption throughput.,{message},counter,pubsub.googleapis.com/subscription/sent_message_count,timeseries|query-value|top-list,sum,per-second,context.subscription_id:20|context.delivery_type:5,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,No delivery activity or subscriber not connected,Safe,gcp=pubsub.googleapis.com/subscription/sent_message_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Throughput/Usage,pubsub.googleapis.com/subscription/byte_cost,true,Cost of subscription operations measured in bytes.,By,counter,pubsub.googleapis.com/subscription/byte_cost,timeseries|query-value,sum,per-second,context.subscription_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,No subscription operations,Safe,gcp=pubsub.googleapis.com/subscription/byte_cost,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Throughput/Usage,pubsub.googleapis.com/subscription/pull_request_count,true,Number of pull requests with response_code and response_class labels.,{request},counter,pubsub.googleapis.com/subscription/pull_request_count,timeseries|query-value,sum,per-second,context.subscription_id:20|context.response_code:10,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id|context.response_class,No pull subscribers active,Safe,gcp=pubsub.googleapis.com/subscription/pull_request_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Throughput/Usage,pubsub.googleapis.com/subscription/pull_message_operation_count,true,Number of pull message operations. DEPRECATED but present in Tsuga.,{operation},counter,pubsub.googleapis.com/subscription/pull_message_operation_count,timeseries|query-value,sum,per-second,context.subscription_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,No pull subscribers or empty responses,Safe,gcp=pubsub.googleapis.com/subscription/pull_message_operation_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Throughput/Usage,pubsub.googleapis.com/subscription/streaming_pull_response_count,true,Number of streaming pull responses with response_code and response_class.,{response},counter,pubsub.googleapis.com/subscription/streaming_pull_response_count,timeseries|query-value,sum,per-second,context.subscription_id:20|context.response_code:10,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id|context.response_class,No streaming pull subscribers active,Safe,gcp=pubsub.googleapis.com/subscription/streaming_pull_response_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Throughput/Usage,pubsub.googleapis.com/subscription/streaming_pull_message_operation_count,true,Number of streaming pull message operations. DEPRECATED but present in Tsuga.,{operation},counter,pubsub.googleapis.com/subscription/streaming_pull_message_operation_count,timeseries|query-value,sum,per-second,context.subscription_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,No streaming pull subscribers or no messages,Safe,gcp=pubsub.googleapis.com/subscription/streaming_pull_message_operation_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Throughput/Usage,pubsub.googleapis.com/subscription/ack_message_count,true,Number of messages acknowledged by subscribers.,{message},counter,pubsub.googleapis.com/subscription/ack_message_count,timeseries|query-value,sum,per-second,context.subscription_id:20|context.delivery_type:5,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,No acks (subscriber not processing or not connected),Safe,gcp=pubsub.googleapis.com/subscription/ack_message_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Throughput/Usage,pubsub.googleapis.com/subscription/config_updates_count,true,Count of configuration changes on a subscription.,{operation},counter,pubsub.googleapis.com/subscription/config_updates_count,timeseries,sum,per-second,context.subscription_id:20,context.env|context.team,context.cloud.account.id|context.project_id,No config changes (normal in steady state),Safe,gcp=pubsub.googleapis.com/subscription/config_updates_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Capacity/Saturation,pubsub.googleapis.com/subscription/num_undelivered_messages,true,"Number of undelivered messages (backlog). THE primary subscription health gauge.",{message},gauge,pubsub.googleapis.com/subscription/num_undelivered_messages,timeseries|query-value|top-list,sum,none,context.subscription_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,Backlog empty - healthy or no messages published,Safe,gcp=pubsub.googleapis.com/subscription/num_undelivered_messages,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Performance/Latency,pubsub.googleapis.com/subscription/oldest_unacked_message_age,true,"Age of oldest unacknowledged message in seconds. Primary delivery lag indicator.",s,gauge,pubsub.googleapis.com/subscription/oldest_unacked_message_age,timeseries|query-value|top-list,max,none,context.subscription_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,No unacked messages - fully caught up,Safe,gcp=pubsub.googleapis.com/subscription/oldest_unacked_message_age,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Capacity/Saturation,pubsub.googleapis.com/subscription/backlog_bytes,true,Total size of undelivered messages in bytes.,By,gauge,pubsub.googleapis.com/subscription/backlog_bytes,timeseries|query-value|top-list,sum,none,context.subscription_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,Backlog empty,Safe,gcp=pubsub.googleapis.com/subscription/backlog_bytes,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Capacity/Saturation,pubsub.googleapis.com/subscription/num_retained_acked_messages,true,Number of acknowledged messages retained for replay via Seek.,{message},gauge,pubsub.googleapis.com/subscription/num_retained_acked_messages,timeseries|query-value,sum,none,context.subscription_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,Retained acked messages not enabled or all expired,Safe,gcp=pubsub.googleapis.com/subscription/num_retained_acked_messages,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Capacity/Saturation,pubsub.googleapis.com/subscription/retained_acked_bytes,true,Total size of retained acknowledged messages in bytes.,By,gauge,pubsub.googleapis.com/subscription/retained_acked_bytes,timeseries|query-value,sum,none,context.subscription_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,Retained acked messages not enabled,Safe,gcp=pubsub.googleapis.com/subscription/retained_acked_bytes,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Errors/Failures,pubsub.googleapis.com/subscription/expired_ack_deadlines_count,true,Number of messages with expired ack deadlines (redelivered).,{message},counter,pubsub.googleapis.com/subscription/expired_ack_deadlines_count,timeseries|query-value,sum,per-second,context.subscription_id:20|context.delivery_type:5,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,All messages acked within deadline - healthy,Safe,gcp=pubsub.googleapis.com/subscription/expired_ack_deadlines_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Errors/Failures,pubsub.googleapis.com/subscription/exactly_once_warning_count,true,Number of exactly-once delivery warnings. Present only when exactly-once is enabled.,{warning},counter,pubsub.googleapis.com/subscription/exactly_once_warning_count,timeseries|query-value,sum,per-second,context.subscription_id:20,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,Exactly-once delivery not enabled or no warnings,Safe,gcp=pubsub.googleapis.com/subscription/exactly_once_warning_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Performance/Latency,pubsub.googleapis.com/subscription/ack_latencies,true,Distribution of ack latencies in milliseconds.,ms,histogram,pubsub.googleapis.com/subscription/ack_latencies,timeseries|query-value,percentile(p95),none,context.subscription_id:20|context.delivery_type:5,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,No ack activity,Safe,gcp=pubsub.googleapis.com/subscription/ack_latencies,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Availability/Health,pubsub.googleapis.com/subscription/open_streaming_pulls,true,Number of open StreamingPull streams per subscription.,{connection},gauge,pubsub.googleapis.com/subscription/open_streaming_pulls,timeseries|query-value,sum,none,context.subscription_id:20|context.status:5,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id,No streaming pull subscribers connected,Safe,gcp=pubsub.googleapis.com/subscription/open_streaming_pulls,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Throughput/Usage,pubsub.googleapis.com/subscription/pull_ack_request_count,true,Number of pull ack requests with response_code and response_class.,{request},counter,pubsub.googleapis.com/subscription/pull_ack_request_count,timeseries,sum,per-second,context.subscription_id:20|context.response_code:10,context.env|context.team,context.cloud.account.id|context.cloud.region|context.project_id|context.response_class,No pull ack requests,Safe,gcp=pubsub.googleapis.com/subscription/pull_ack_request_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Throughput/Usage,pubsub.googleapis.com/snapshot/config_updates_count,true,Count of configuration changes on snapshots.,{operation},counter,pubsub.googleapis.com/snapshot/config_updates_count,timeseries,sum,per-second,,context.env|context.team,context.cloud.account.id|context.project_id,No snapshot config changes,Safe,gcp=pubsub.googleapis.com/snapshot/config_updates_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Errors/Failures,pubsub.googleapis.com/subscription/push_request_count,false,"Number of push requests. Key push health signal. NOT FOUND in current Tsuga instance (no push subscriptions).",{request},counter,pubsub.googleapis.com/subscription/push_request_count,timeseries|query-value|top-list,sum,per-second,context.subscription_id:20|context.response_class:10,context.env|context.team,context.cloud.account.id|context.response_code,No push subscriptions configured,Safe,gcp=pubsub.googleapis.com/subscription/push_request_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Performance/Latency,pubsub.googleapis.com/subscription/push_request_latencies,false,"Distribution of push request latencies in microseconds. NOT FOUND in current Tsuga instance (no push subscriptions).",us,histogram,pubsub.googleapis.com/subscription/push_request_latencies,timeseries|query-value,percentile(p95),none,context.subscription_id:20,context.env|context.team,context.cloud.account.id,No push subscriptions configured,Safe,gcp=pubsub.googleapis.com/subscription/push_request_latencies,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Errors/Failures,pubsub.googleapis.com/subscription/dead_letter_message_count,false,"Number of messages forwarded to dead letter topic. NOT FOUND in current Tsuga instance (no DLT configured).",{message},counter,pubsub.googleapis.com/subscription/dead_letter_message_count,timeseries|query-value|top-list,sum,per-second,context.subscription_id:20,context.env|context.team,context.cloud.account.id,No dead letter topic configured,Safe,gcp=pubsub.googleapis.com/subscription/dead_letter_message_count,https://cloud.google.com/monitoring/api/metrics_gcp#gcp-pubsub
Availability/Health,pubsub.googleapis.com/subscription/delivery_latency_health_score,false,"Composite health score (0-1). NOT FOUND in current Tsuga instance.",1,gauge,pubsub.googleapis.com/subscription/delivery_latency_health_score,query-value|timeseries,average,none,context.subscription_id:20,context.env|context.team,context.cloud.account.id,Metric not available in this Tsuga instance,Safe,gcp=pubsub.googleapis.com/subscription/delivery_latency_health_score,https://cloud.google.com/pubsub/docs/push-troubleshooting
Cost,NOT_APPLICABLE,false,"Pub/Sub does not expose direct cost metrics. Proxy: topic/byte_cost and subscription/byte_cost correlate with data processing costs.",,,,,,,,,,,,
