theme,name,confirmed,definition,unit,type,tsuga_metric_name,widget_suggestions,aggregation,post_function,group_by,required_context_fields,optional_context_fields,absence_means,cardinality_footguns,variants,citations
Capacity/Saturation,DCGM_FI_DEV_MEM_COPY_UTIL,true,Utilization of GPU memory copy engines,%,gauge,DCGM_FI_DEV_MEM_COPY_UTIL,query-value|timeseries|top-list,average,none,context.uuid:20|context.hostname:20,context.env|context.team,context.service.name|context.scope|context.hostname|context.uuid|context.gpu|context.modelname|context.pci_bus_id|context.device|context.deployment.environment,No active copy workloads or metric disabled,Safe,dcgm=DCGM_FI_DEV_MEM_COPY_UTIL,https://docs.nvidia.com/datacenter/dcgm/latest/dcgm-api/dcgm-api-field-ids.html|https://raw.githubusercontent.com/NVIDIA/dcgm-exporter/main/etc/default-counters.csv
Errors/Failures,DCGM_FI_DEV_CORRECTABLE_REMAPPED_ROWS,true,Count of remapped memory rows after correctable errors,{row},counter,DCGM_FI_DEV_CORRECTABLE_REMAPPED_ROWS,timeseries|query-value|top-list,sum,rate,context.uuid:20|context.hostname:20,context.env|context.team,context.service.name|context.scope|context.hostname|context.uuid|context.gpu|context.modelname|context.pci_bus_id|context.device|context.deployment.environment,No correctable remap events or metric unavailable,Safe,dcgm=DCGM_FI_DEV_CORRECTABLE_REMAPPED_ROWS,https://docs.nvidia.com/datacenter/dcgm/latest/dcgm-api/dcgm-api-field-ids.html|https://raw.githubusercontent.com/NVIDIA/dcgm-exporter/main/etc/default-counters.csv
Performance/Latency,DCGM_FI_DEV_GPU_TEMP,true,Current GPU core temperature,C,gauge,DCGM_FI_DEV_GPU_TEMP,query-value|timeseries|top-list,max,none,context.uuid:20|context.hostname:20,context.env|context.team,context.service.name|context.scope|context.hostname|context.uuid|context.gpu|context.modelname|context.pci_bus_id|context.device|context.deployment.environment,No GPU temperature collection or unsupported device,Safe,dcgm=DCGM_FI_DEV_GPU_TEMP,https://docs.nvidia.com/datacenter/dcgm/latest/dcgm-api/dcgm-api-field-ids.html|https://raw.githubusercontent.com/NVIDIA/dcgm-exporter/main/etc/default-counters.csv
Performance/Latency,DCGM_FI_DEV_SM_CLOCK,true,Current SM clock frequency,MHz,gauge,DCGM_FI_DEV_SM_CLOCK,query-value|timeseries|top-list,average,none,context.uuid:20|context.hostname:20,context.env|context.team,context.service.name|context.scope|context.hostname|context.uuid|context.gpu|context.modelname|context.pci_bus_id|context.device|context.deployment.environment,No SM clock collection or unsupported device,Safe,dcgm=DCGM_FI_DEV_SM_CLOCK,https://docs.nvidia.com/datacenter/dcgm/latest/dcgm-api/dcgm-api-field-ids.html|https://raw.githubusercontent.com/NVIDIA/dcgm-exporter/main/etc/default-counters.csv
Capacity/Saturation,DCGM_FI_DEV_ENC_UTIL,true,NVENC engine utilization,%,gauge,DCGM_FI_DEV_ENC_UTIL,query-value|timeseries|top-list,average,none,context.uuid:20|context.hostname:20,context.env|context.team,context.service.name|context.scope|context.hostname|context.uuid|context.gpu|context.modelname|context.pci_bus_id|context.device|context.deployment.environment,No encode workload or encode telemetry unavailable,Safe,dcgm=DCGM_FI_DEV_ENC_UTIL,https://docs.nvidia.com/datacenter/dcgm/latest/dcgm-api/dcgm-api-field-ids.html|https://raw.githubusercontent.com/NVIDIA/dcgm-exporter/main/etc/default-counters.csv
Capacity/Saturation,DCGM_FI_DEV_FB_USED,true,Used framebuffer memory in MiB,MiBy,gauge,DCGM_FI_DEV_FB_USED,query-value|timeseries|top-list,max,none,context.uuid:20|context.hostname:20,context.env|context.team,context.service.name|context.scope|context.hostname|context.uuid|context.gpu|context.modelname|context.pci_bus_id|context.device|context.deployment.environment,No memory usage telemetry or no active allocation,Safe,dcgm=DCGM_FI_DEV_FB_USED,https://docs.nvidia.com/datacenter/dcgm/latest/dcgm-api/dcgm-api-field-ids.html|https://raw.githubusercontent.com/NVIDIA/dcgm-exporter/main/etc/default-counters.csv
Capacity/Saturation,DCGM_FI_DEV_FB_FREE,true,Free framebuffer memory in MiB,MiBy,gauge,DCGM_FI_DEV_FB_FREE,query-value|timeseries|top-list,min,none,context.uuid:20|context.hostname:20,context.env|context.team,context.service.name|context.scope|context.hostname|context.uuid|context.gpu|context.modelname|context.pci_bus_id|context.device|context.deployment.environment,No memory headroom telemetry or no active GPU context,Safe,dcgm=DCGM_FI_DEV_FB_FREE,https://docs.nvidia.com/datacenter/dcgm/latest/dcgm-api/dcgm-api-field-ids.html|https://raw.githubusercontent.com/NVIDIA/dcgm-exporter/main/etc/default-counters.csv
Errors/Failures,DCGM_FI_DEV_ROW_REMAP_FAILURE,true,Boolean failure state for memory row remapping path,1,gauge,DCGM_FI_DEV_ROW_REMAP_FAILURE,query-value|timeseries|max,max,none,context.uuid:20|context.hostname:20,context.env|context.team,context.service.name|context.scope|context.hostname|context.uuid|context.gpu|context.modelname|context.pci_bus_id|context.device|context.deployment.environment,No remap failure observed or metric unavailable,Safe,dcgm=DCGM_FI_DEV_ROW_REMAP_FAILURE,https://docs.nvidia.com/datacenter/dcgm/latest/dcgm-api/dcgm-api-field-ids.html|https://raw.githubusercontent.com/NVIDIA/dcgm-exporter/main/etc/default-counters.csv
Capacity/Saturation,DCGM_FI_DEV_POWER_USAGE,true,Current board power draw,W,gauge,DCGM_FI_DEV_POWER_USAGE,query-value|timeseries|top-list,average,none,context.uuid:20|context.hostname:20,context.env|context.team,context.service.name|context.scope|context.hostname|context.uuid|context.gpu|context.modelname|context.pci_bus_id|context.device|context.deployment.environment,Power metric unavailable or exporter permissions missing,Safe,dcgm=DCGM_FI_DEV_POWER_USAGE,https://docs.nvidia.com/datacenter/dcgm/latest/dcgm-api/dcgm-api-field-ids.html|https://raw.githubusercontent.com/NVIDIA/dcgm-exporter/main/etc/default-counters.csv
Throughput/Usage,DCGM_FI_PROF_PCIE_RX_BYTES,true,Observed PCIe receive throughput for the GPU,By/s,counter,DCGM_FI_PROF_PCIE_RX_BYTES,timeseries|query-value|top-list,sum,rate,context.uuid:20|context.hostname:20,context.env|context.team,context.service.name|context.scope|context.hostname|context.uuid|context.gpu|context.modelname|context.pci_bus_id|context.device|context.deployment.environment,Profiling counters not enabled or no receive transport activity,Safe,dcgm=DCGM_FI_PROF_PCIE_RX_BYTES,https://docs.nvidia.com/datacenter/dcgm/latest/dcgm-api/dcgm-api-field-ids.html|https://raw.githubusercontent.com/NVIDIA/dcgm-exporter/main/etc/default-counters.csv
Capacity/Saturation,DCGM_FI_DEV_DEC_UTIL,true,NVDEC engine utilization,%,gauge,DCGM_FI_DEV_DEC_UTIL,query-value|timeseries|top-list,average,none,context.uuid:20|context.hostname:20,context.env|context.team,context.service.name|context.scope|context.hostname|context.uuid|context.gpu|context.modelname|context.pci_bus_id|context.device|context.deployment.environment,No decode workload or decode telemetry unavailable,Safe,dcgm=DCGM_FI_DEV_DEC_UTIL,https://docs.nvidia.com/datacenter/dcgm/latest/dcgm-api/dcgm-api-field-ids.html|https://raw.githubusercontent.com/NVIDIA/dcgm-exporter/main/etc/default-counters.csv
Cost,NOT_APPLICABLE,false,Direct cloud billing is not emitted in DCGM metrics so cost needs external billing datasets and can only use energy as proxy,Unknown,Unknown,Unknown,query-value,average,none,,context.env|context.team,context.service.name,No direct cost metric exists in this telemetry family,Safe,proxy=DCGM_FI_DEV_TOTAL_ENERGY_CONSUMPTION,https://docs.nvidia.com/datacenter/dcgm/latest/gpu-telemetry/dcgm-exporter.html
