theme,name,confirmed,definition,unit,type,tsuga_metric_name,widget_suggestions,aggregation,post_function,group_by,required_context_fields,optional_context_fields,absence_means,cardinality_footguns,variants,citations
Throughput/Usage,jvm.cpu.time,true,CPU time consumed by the JVM process as reported by the OS (monotonically increasing counter). Use per-second rate to get current CPU time per second. More precise than utilization ratio for CPU throttling analysis in k8s cgroups.,s,counter,jvm.cpu.time,timeseries,sum,per-second,context.service.name:10,context.env|context.service.name,context.k8s.cluster.name,OTel agent not attached,Safe — no high-cardinality attributes.,otel=jvm.cpu.time,https://opentelemetry.io/docs/specs/semconv/runtime/jvm-metrics/
Capacity/Saturation,jvm.cpu.count,true,"Number of processors (CPUs/vCPUs) available to the JVM. Stable gauge — typically constant unless container CPU limits change. Informational for interpreting jvm.cpu.recent_utilization (1.0 = all CPUs saturated).",{cpu},gauge,jvm.cpu.count,query-value,sum,none,context.service.name:10,context.env|context.service.name,,OTel agent not attached,Safe — typically 1–32 values; low cardinality.,otel=jvm.cpu.count,https://opentelemetry.io/docs/specs/semconv/runtime/jvm-metrics/
Capacity/Saturation,jvm.cpu.recent_utilization,true,"Recent CPU utilization ratio for the JVM process. Range: 0.0–1.0; 1.0 = all available CPUs at 100%. Combines JIT compilation, GC threads, and application thread CPU. Gauge — use as-is with average aggregation.",1,gauge,jvm.cpu.recent_utilization,timeseries|query-value,average,none,context.service.name:10,context.env|context.service.name,context.k8s.cluster.name,OTel agent not attached,"Safe — single float value per series. Display as percent (multiply by 100 or use percent normalizer). Value 1.0 = saturation, not 100% of 1 CPU.",otel=jvm.cpu.recent_utilization,https://opentelemetry.io/docs/specs/semconv/runtime/jvm-metrics/
Capacity/Saturation,jvm.system.cpu.utilization,false,Recent CPU utilization for the whole host system (not just JVM). Range: 0.0–1.0. Development stability status — requires runtime-telemetry-java17 module (Java 17+ OTel instrumentation). Gate on availability. Use alongside jvm.cpu.recent_utilization to compute JVM CPU share.,1,gauge,jvm.system.cpu.utilization,timeseries|query-value,average,none,context.service.name:10,context.env|context.service.name,context.k8s.cluster.name,Development feature not enabled; OTel agent < 2.0 or Java 17+ module not loaded (gate this widget),Safe.,otel=jvm.system.cpu.utilization,https://opentelemetry.io/docs/specs/semconv/runtime/jvm-metrics/
Capacity/Saturation,jvm.system.cpu.load_1m,false,System CPU load average over the last 1 minute (Unix load average). Development stability status. Platform-specific: not available on Windows. Useful for distinguishing JVM saturation from host saturation. Number of threads in run queue.,{run_queue_item},gauge,jvm.system.cpu.load_1m,timeseries,average,none,context.service.name:10,context.env|context.service.name,,Development feature not enabled OR Windows host (not available on Windows),Safe.,otel=jvm.system.cpu.load_1m,https://opentelemetry.io/docs/specs/semconv/runtime/jvm-metrics/
Capacity/Saturation,jvm.buffer.memory.used,false,Memory used by NIO buffer pools (direct and mapped). Off-heap memory — does NOT appear in jvm.memory.used[heap]. Development stability status. Critical for Netty/gRPC/Kafka services. UpDownCounter — treat as gauge.,By,gauge,jvm.buffer.memory.used,timeseries|query-value,sum,none,context.jvm.buffer.pool.name:2|context.service.name:10,context.env|context.service.name,context.k8s.cluster.name,Development feature not enabled; verify jvm.buffer.* availability in Stage 2 (gate this section if missing),"context.jvm.buffer.pool.name has only 2 values (direct and mapped). Safe. Do not use pod name group-by.",otel=jvm.buffer.memory.used|legacy=process.runtime.jvm.buffer.usage,https://opentelemetry.io/docs/specs/semconv/runtime/jvm-metrics/
Capacity/Saturation,jvm.buffer.memory.limit,false,Total capacity of NIO buffer pools. Denominator for direct/mapped buffer utilization formula. Development stability status. UpDownCounter — treat as gauge.,By,gauge,jvm.buffer.memory.limit,query-value,sum,none,context.jvm.buffer.pool.name:2|context.service.name:10,context.env|context.service.name,context.k8s.cluster.name,Development feature not enabled (gate with jvm.buffer.memory.used),Same as jvm.buffer.memory.used — 2 pool name values.,otel=jvm.buffer.memory.limit|legacy=process.runtime.jvm.buffer.limit,https://opentelemetry.io/docs/specs/semconv/runtime/jvm-metrics/
Throughput/Usage,jvm.buffer.count,false,Number of buffers in each NIO buffer pool. Development stability status. Useful for detecting buffer count growing while memory is stable (small many-buffer leak pattern). UpDownCounter — treat as gauge.,{buffer},gauge,jvm.buffer.count,timeseries|bar,sum,none,context.jvm.buffer.pool.name:2|context.service.name:10,context.env|context.service.name,,Development feature not enabled,Safe — 2 pool name values.,otel=jvm.buffer.count|legacy=process.runtime.jvm.buffer.count,https://opentelemetry.io/docs/specs/semconv/runtime/jvm-metrics/
Capacity/Saturation,jvm.file_descriptor.count,false,Number of open file descriptors as reported by the JVM. Includes sockets and file handles. Development stability status. Critical for services with many connections — approaching the OS fd limit causes java.io.IOException: Too many open files. UpDownCounter — treat as gauge.,{file_descriptor},gauge,jvm.file_descriptor.count,timeseries|query-value,sum,none,context.service.name:10,context.env|context.service.name,context.k8s.cluster.name,Development feature not enabled; OTel agent version too old (gate this widget),Safe.,otel=jvm.file_descriptor.count,https://opentelemetry.io/docs/specs/semconv/runtime/jvm-metrics/
Capacity/Saturation,jvm.file_descriptor.limit,false,Maximum number of open file descriptors the JVM process may have (OS-level limit). Set via ulimit -n. Development stability status. Denominator for File Descriptor Utilization formula. UpDownCounter — treat as gauge.,{file_descriptor},gauge,jvm.file_descriptor.limit,query-value,sum,none,context.service.name:10,context.env|context.service.name,,Development feature not enabled (gate with jvm.file_descriptor.count),Safe.,otel=jvm.file_descriptor.limit,https://opentelemetry.io/docs/specs/semconv/runtime/jvm-metrics/
Cost,NOT_APPLICABLE,false,JVM runtime metrics do not have direct cost dimensions. Cost monitoring for Java services is better tracked at the infrastructure level (host CPU hours and memory allocation) or via application-level metrics (requests processed per unit of compute). Proxy metrics for cost efficiency: jvm.cpu.recent_utilization (CPU waste) and jvm.memory.used vs jvm.memory.limit gap (over-provisioned heap).,,,,,,,,,,,,,
