theme,name,confirmed,definition,unit,type,tsuga_metric_name,widget_suggestions,aggregation,post_function,group_by,required_context_fields,optional_context_fields,absence_means,cardinality_footguns,variants,citations
Capacity/Saturation,ProvisionedWriteCapacityUnits,true,Provisioned write capacity configured for a table; denominator for write headroom in this workspace.,count,summary,aws_dynamodb_provisioned_write_capacity_units,query-value|timeseries|top-list,max,none,context.tablename:20,context.env|context.team,context.cloud.region|context.cloud.account.id,Table is on-demand or namespace mismatch,Use table grouping only because GSI context is not present in this workspace,cloudwatch=ProvisionedWriteCapacityUnits,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Capacity/Saturation,OnDemandMaxReadRequestUnits,false,Configured or effective read ceiling for on-demand read request units at table or GSI level.,count,summary,aws_dynamodb_on_demand_max_read_request_units,query-value|timeseries|max,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region|context.cloud.account.id,Table is provisioned or metric not ingested in this workspace,Useful only for on-demand or mixed fleets,cloudwatch=OnDemandMaxReadRequestUnits,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Capacity/Saturation,OnDemandMaxWriteRequestUnits,false,Configured or effective write ceiling for on-demand write request units at table or GSI level.,count,summary,aws_dynamodb_on_demand_max_write_request_units,query-value|timeseries|max,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region|context.cloud.account.id,Table is provisioned or metric not ingested in this workspace,Useful only for on-demand or mixed fleets,cloudwatch=OnDemandMaxWriteRequestUnits,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,ThrottledRequests,false,Request-level throttling indicator; increments when a request is rejected by throughput limits.,count,summary,aws_dynamodb_throttled_requests,query-value|timeseries|top-list,sum,none,context.tablename:20|context.operation:12,context.env|context.team,context.globalsecondaryindexname|context.cloud.region,Metric not present in the live Tsuga export for this workspace,Request-level and event-level throttles are not interchangeable,cloudwatch=ThrottledRequests,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,ReadThrottleEvents,false,Read-side throttle events for tables or GSIs; stronger root-cause detail than request-level throttles.,count,summary,aws_dynamodb_read_throttle_events,query-value|timeseries|top-list,sum,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region|context.operation,Metric not present in the live Tsuga export for this workspace,One request can create multiple throttle events,cloudwatch=ReadThrottleEvents,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,WriteThrottleEvents,false,Write-side throttle events for tables or GSIs; shows table or index write pain.,count,summary,aws_dynamodb_write_throttle_events,query-value|timeseries|top-list,sum,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region|context.operation,Metric not present in the live Tsuga export for this workspace,One request can create multiple throttle events,cloudwatch=WriteThrottleEvents,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,ReadProvisionedThroughputThrottleEvents,false,Read requests throttled due to provisioned throughput limits.,count,summary,aws_dynamodb_read_provisioned_throughput_throttle_events,query-value|timeseries|top-list,sum,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region,Metric not present in the live Tsuga export for this workspace,Interpret only when provisioned mode is active,cloudwatch=ReadProvisionedThroughputThrottleEvents,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,WriteProvisionedThroughputThrottleEvents,false,Write requests throttled due to provisioned throughput limits.,count,summary,aws_dynamodb_write_provisioned_throughput_throttle_events,query-value|timeseries|top-list,sum,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region,Metric not present in the live Tsuga export for this workspace,Interpret only when provisioned mode is active,cloudwatch=WriteProvisionedThroughputThrottleEvents,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,ReadKeyRangeThroughputThrottleEvents,false,Read requests throttled due to partition-level key range limits.,count,summary,aws_dynamodb_read_key_range_throughput_throttle_events,query-value|timeseries|top-list,sum,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region,Metric not present in the live Tsuga export for this workspace,Usually requires key-distribution investigation not only more capacity,cloudwatch=ReadKeyRangeThroughputThrottleEvents,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,WriteKeyRangeThroughputThrottleEvents,false,Write requests throttled due to partition-level key range limits.,count,summary,aws_dynamodb_write_key_range_throughput_throttle_events,query-value|timeseries|top-list,sum,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region,Metric not present in the live Tsuga export for this workspace,Usually requires key-distribution investigation not only more capacity,cloudwatch=WriteKeyRangeThroughputThrottleEvents,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,ReadAccountLimitThrottleEvents,false,Read requests throttled due to account-level limits.,count,summary,aws_dynamodb_read_account_limit_throttle_events,query-value|timeseries|top-list,sum,none,context.tablename:20,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,Table grouping is useful but the fix is often quota-level,cloudwatch=ReadAccountLimitThrottleEvents,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,WriteAccountLimitThrottleEvents,false,Write requests throttled due to account-level limits.,count,summary,aws_dynamodb_write_account_limit_throttle_events,query-value|timeseries|top-list,sum,none,context.tablename:20,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,Table grouping is useful but the fix is often quota-level,cloudwatch=WriteAccountLimitThrottleEvents,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,ReadMaxOnDemandThroughputThrottleEvents,false,Read requests throttled due to on-demand maximum throughput settings.,count,summary,aws_dynamodb_read_max_on_demand_throughput_throttle_events,query-value|timeseries|top-list,sum,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region,Metric not present in the live Tsuga export for this workspace,Relevant only when on-demand max throughput is configured,cloudwatch=ReadMaxOnDemandThroughputThrottleEvents,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,WriteMaxOnDemandThroughputThrottleEvents,false,Write requests throttled due to on-demand maximum throughput settings.,count,summary,aws_dynamodb_write_max_on_demand_throughput_throttle_events,query-value|timeseries|top-list,sum,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region,Metric not present in the live Tsuga export for this workspace,Relevant only when on-demand max throughput is configured,cloudwatch=WriteMaxOnDemandThroughputThrottleEvents,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Performance/Latency,SuccessfulRequestLatency,false,Latency of successful DynamoDB requests; best user-facing service metric when segmented by operation.,ms,summary,aws_dynamodb_successful_request_latency,query-value|timeseries|top-list,max,none,context.operation:12|context.tablename:20,context.env|context.team,context.globalsecondaryindexname|context.cloud.region,Metric not present in the live Tsuga export for this workspace,Do not average unlike operations if operation labels exist,cloudwatch=SuccessfulRequestLatency,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Performance/Latency,ReturnedBytes,false,Bytes returned by DynamoDB operations; useful to explain query or scan result growth.,By,summary,aws_dynamodb_returned_bytes,query-value|timeseries|top-list,sum,none,context.tablename:20|context.operation:12,context.env|context.team,context.globalsecondaryindexname|context.cloud.region,Metric not present in the live Tsuga export for this workspace,Large result sets can dominate latency interpretation,cloudwatch=ReturnedBytes,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Performance/Latency,ReturnedItemCount,false,Number of items returned by DynamoDB operations; useful for query-shape efficiency.,count,summary,aws_dynamodb_returned_item_count,query-value|timeseries|top-list,sum,none,context.tablename:20|context.operation:12,context.env|context.team,context.globalsecondaryindexname|context.cloud.region,Metric not present in the live Tsuga export for this workspace,Use with ReturnedBytes rather than alone,cloudwatch=ReturnedItemCount,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,ConditionalCheckFailedRequests,false,Conditional writes rejected because their condition evaluated false; often expected contention signal.,count,summary,aws_dynamodb_conditional_check_failed_requests,query-value|timeseries|top-list,sum,none,context.tablename:20,context.env|context.team,context.cloud.region|context.operation,Metric not present in the live Tsuga export for this workspace,Do not equate directly to service failure,cloudwatch=ConditionalCheckFailedRequests,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,TransactionConflict,false,Rejected item-level requests due to transactional conflicts between concurrent requests on the same items.,count,summary,aws_dynamodb_transaction_conflict,query-value|timeseries|top-list,sum,none,context.tablename:20,context.env|context.team,context.cloud.region,Metric not present in the live Tsuga export for this workspace,High signal only for transactional workloads,cloudwatch=TransactionConflict,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,UserErrors,false,Aggregate HTTP 400-class request errors for DynamoDB or DynamoDB Streams in the Region and account.,count,summary,aws_dynamodb_user_errors,query-value|timeseries|top-list,sum,none,context.cloud.region:10,context.env|context.team,context.cloud.account.id|context.operation,Metric not present in the live Tsuga export for this workspace,Broad bucket; pair with specific metrics before escalation,cloudwatch=UserErrors,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Errors/Failures,SystemErrors,false,Aggregate HTTP 500-class service-side request errors for DynamoDB in the Region and account.,count,summary,aws_dynamodb_system_errors,query-value|timeseries|top-list,sum,none,context.cloud.region:10,context.env|context.team,context.cloud.account.id|context.operation,Metric not present in the live Tsuga export for this workspace,Usually sparse and high-signal,cloudwatch=SystemErrors,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Replication/Change Data Capture,ReplicationLatency,false,Cross-Region replication latency for global tables; direct freshness signal.,ms,summary,aws_dynamodb_replication_latency,query-value|timeseries|top-list,max,none,context.tablename:20|context.receivingregion:10,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,Use receiving Region only in replication section,cloudwatch=ReplicationLatency,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Replication/Change Data Capture,PendingReplicationCount,false,Number of updates not yet written to another replica in legacy global tables.,count,summary,aws_dynamodb_pending_replication_count,query-value|timeseries|top-list,sum,none,context.tablename:20|context.receivingregion:10,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,Legacy-surface metric; keep gated until discovered,cloudwatch=PendingReplicationCount,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Replication/Change Data Capture,AgeOfOldestUnreplicatedRecord,false,Elapsed time since the oldest not-yet-replicated record first appeared for Kinesis CDC.,ms,summary,aws_dynamodb_age_of_oldest_unreplicated_record,query-value|timeseries|top-list,max,none,context.tablename:20|context.delegatedoperation:10,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,Use in CDC section only,cloudwatch=AgeOfOldestUnreplicatedRecord,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Replication/Change Data Capture,FailedToReplicateRecordCount,false,Records DynamoDB failed to replicate to the Kinesis data stream.,count,summary,aws_dynamodb_failed_to_replicate_record_count,query-value|timeseries|top-list,sum,none,context.tablename:20|context.delegatedoperation:10,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,High-value if present and non-zero,cloudwatch=FailedToReplicateRecordCount,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Replication/Change Data Capture,ConsumedChangeDataCaptureUnits,false,Consumed change data capture units for DynamoDB CDC workflows.,count,summary,aws_dynamodb_consumed_change_data_capture_units,query-value|timeseries|top-list,sum,none,context.tablename:20|context.delegatedoperation:10,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,Interpret with workload changes rather than as a standalone health alarm,cloudwatch=ConsumedChangeDataCaptureUnits,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Replication/Change Data Capture,ThrottledPutRecordCount,false,Records throttled while DynamoDB attempts to put CDC records into the Kinesis data stream.,count,summary,aws_dynamodb_throttled_put_record_count,query-value|timeseries|top-list,sum,none,context.tablename:20|context.delegatedoperation:10,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,Only relevant for Kinesis CDC,cloudwatch=ThrottledPutRecordCount,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Index Operations,OnlineIndexPercentageProgress,false,Relative progress of a new GSI build while the index is being added to a table.,%,summary,aws_dynamodb_online_index_percentage_progress,query-value|timeseries|top-list,max,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,Blank usually means no active build,cloudwatch=OnlineIndexPercentageProgress,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Index Operations,OnlineIndexConsumedWriteCapacity,false,Metric historically associated with GSI build write-capacity consumption; expected to show zero in current docs during index builds.,count,summary,aws_dynamodb_online_index_consumed_write_capacity,query-value|timeseries|top-list,sum,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,Low confidence for operational value; interpret with caution,cloudwatch=OnlineIndexConsumedWriteCapacity,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Index Operations,OnlineIndexThrottleEvents,false,Metric historically associated with throttles during a GSI build; expected to show zero in current docs during index builds.,count,summary,aws_dynamodb_online_index_throttle_events,query-value|timeseries|top-list,sum,none,context.tablename:20|context.globalsecondaryindexname:20,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,Low confidence for operational value; interpret with caution,cloudwatch=OnlineIndexThrottleEvents,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
Throughput/Usage,TimeToLiveDeletedItemCount,false,Number of items deleted by TTL; useful to distinguish expected automated deletion churn from user write load.,count,summary,aws_dynamodb_time_to_live_deleted_item_count,query-value|timeseries|top-list,sum,none,context.tablename:20,context.env|context.team,context.cloud.region|context.cloud.account.id,Metric not present in the live Tsuga export for this workspace,Low-signal outside TTL-heavy workloads,cloudwatch=TimeToLiveDeletedItemCount,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/metrics-dimensions.html
