theme,name,confirmed,definition,unit,type,tsuga_metric_name,widget_suggestions,aggregation,post_function,group_by,required_context_fields,optional_context_fields,absence_means,cardinality_footguns,variants,citations
Throughput/Usage,mysql.row_operations,true,InnoDB row-level operation counts by kind (deleted/inserted/reads/updated). Default metric. Cumulative monotonic counter. Measures actual data manipulation workload at the storage engine level.,1,counter,mysql.row_operations,timeseries|query-value,sum,per-second,context.scope:10|context.operation:6,context.env|context.team,context.k8s.cluster.name,MySQL not scraped,Safe — bounded kind enum (4 values: deleted|inserted|reads|updated),otel=mysql.row_operations,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.commands,false,MySQL command type counts (SELECT/INSERT/UPDATE/DELETE/etc). Optional metric. Cumulative monotonic counter. Breaks down workload by SQL command type.,1,counter,mysql.commands,timeseries|bar,sum,per-second,context.scope:10|context.command:20,context.env|context.team,,Optional metric — absence means not enabled,command attribute is bounded enum but has 50+ values — filter to top SQL types for dashboard,otel=mysql.commands,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.joins,false,InnoDB join types by kind (full_join/full_range_join/range/range_check/scan). Optional metric. Cumulative monotonic counter. Full joins and scans indicate missing indexes.,1,counter,mysql.joins,timeseries,sum,per-second,context.scope:10|context.join_kind:6,context.env|context.team,,Optional metric — absence means not enabled,Safe — bounded join_kind enum (5 values),otel=mysql.joins,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.sorts,true,Sort operation counts by kind (merge_passes/range/rows/scan). Default metric. Cumulative monotonic counter. merge_passes > 0 indicates sort buffer overflows — a leading indicator of sort performance issues.,1,counter,mysql.sorts,timeseries,sum,per-second,context.scope:10|context.sorts:6,context.env|context.team,,MySQL not scraped,Safe — bounded sorts enum (4 values: merge_passes|range|rows|scan),otel=mysql.sorts,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.tmp_resources,true,Temporary resource creation counts by kind (disk_tables/files/tables). Default metric. Cumulative monotonic counter. High disk_tables/tables ratio = tmp_table_size undersized.,1,counter,mysql.tmp_resources,timeseries|query-value,sum,per-second,context.scope:10|context.resource:5,context.env|context.team,,MySQL not scraped,Safe — bounded kind enum (3 values: disk_tables|files|tables),otel=mysql.tmp_resources,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Performance/Latency,mysql.table.io.wait.count,true,Total table I/O wait events by operation (read/write/fetch) and table/schema. Default metric. Cumulative monotonic counter. Denominator for average wait time derived signal.,1,counter,mysql.table.io.wait.count,timeseries|top-list,sum,per-second,context.scope:10|context.table:20|context.schema:20,context.env|context.team,context.k8s.cluster.name,"MySQL not scraped or Performance Schema disabled. If absent, check performance_schema variable in MySQL.",table_name + schema adds high cardinality — use top-list for table breakdowns,otel=mysql.table.io.wait.count,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Performance/Latency,mysql.table.io.wait.time,true,Total table I/O wait time in nanoseconds by operation and table/schema. Default metric. Cumulative monotonic counter. Numerator for average wait time. Primary latency signal for table-level I/O.,ns,counter,mysql.table.io.wait.time,timeseries|top-list,sum,per-second,context.scope:10|context.table:20|context.schema:20,context.env|context.team,context.k8s.cluster.name,MySQL not scraped or Performance Schema disabled,table_name + schema high cardinality — use top-list for breakdowns,otel=mysql.table.io.wait.time,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Performance/Latency,mysql.index.io.wait.count,true,Total index I/O wait event counts by operation and index/table/schema. Default metric. Cumulative monotonic counter.,1,counter,mysql.index.io.wait.count,timeseries|top-list,sum,per-second,context.scope:10|context.index:20|context.table:20,context.env|context.team,context.k8s.cluster.name,MySQL not scraped or Performance Schema disabled,table_name + index_name high cardinality,otel=mysql.index.io.wait.count,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Performance/Latency,mysql.index.io.wait.time,true,Total index I/O wait time in nanoseconds. Default metric. Cumulative monotonic counter. Use with mysql.index.io.wait.count to derive average wait per index operation. Hot indexes indicate missing covering indexes or access pattern issues.,ns,counter,mysql.index.io.wait.time,timeseries|top-list,sum,per-second,context.scope:10|context.index:20|context.table:20,context.env|context.team,context.k8s.cluster.name,MySQL not scraped or Performance Schema disabled,table_name + index_name high cardinality,otel=mysql.index.io.wait.time,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Performance/Latency,mysql.statement_event.count,false,Per-digest statement execution counts. Optional metric — requires Performance Schema events_statements_summary_by_digest consumer. digest/digest_text attributes enable per-query-pattern analysis.,1,counter,mysql.statement_event.count,timeseries|top-list,sum,per-second,context.scope:10|context.digest_text:20,context.env|context.team,,Optional metric. Absence = Performance Schema statement digest consumer disabled or metric not enabled in collector,digest_text very high cardinality — always use top-N limit,otel=mysql.statement_event.count,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Performance/Latency,mysql.statement_event.wait.time,false,Per-digest total query execution wait time in nanoseconds. Optional metric — requires Performance Schema. Numerator for per-digest average query latency.,ns,counter,mysql.statement_event.wait.time,timeseries|top-list,sum,per-second,context.scope:10|context.digest_text:20,context.env|context.team,,Optional metric. Absence = Performance Schema disabled or metric not enabled,digest_text very high cardinality — always top-N,otel=mysql.statement_event.wait.time,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Capacity/Saturation,mysql.buffer_pool.limit,true,Configured InnoDB buffer pool size in bytes. Non-monotonic Sum — behaves like a gauge. Use max aggregation with no post-function. This is the denominator for buffer pool utilization %.,By,counter,mysql.buffer_pool.limit,query-value|timeseries,max,none,context.scope:10,context.env|context.team,,MySQL not scraped,Safe,otel=mysql.buffer_pool.limit,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Capacity/Saturation,mysql.buffer_pool.usage,true,Bytes used in InnoDB buffer pool by status (dirty/clean). Non-monotonic Sum — behaves like a gauge. Sum of dirty + clean = total in-use bytes. Divide by mysql.buffer_pool.limit for utilization %.,By,counter,mysql.buffer_pool.usage,timeseries|query-value,max,none,context.scope:10|context.status:3,context.env|context.team,,MySQL not scraped,Safe — bounded status enum (dirty|clean),otel=mysql.buffer_pool.usage,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Capacity/Saturation,mysql.buffer_pool.data_pages,true,Number of InnoDB buffer pool data pages by status (dirty/clean). Non-monotonic Sum — gauge-like. High dirty page count = background flusher may be falling behind.,1,counter,mysql.buffer_pool.data_pages,timeseries,max,none,context.scope:10|context.status:3,context.env|context.team,,MySQL not scraped,Safe — bounded status enum (dirty|clean),otel=mysql.buffer_pool.data_pages,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Capacity/Saturation,mysql.buffer_pool.pages,true,Buffer pool page counts by kind (data/dirty/free/misc). Non-monotonic Sum — gauge-like. free pages = headroom remaining; misc = administrative overhead.,1,counter,mysql.buffer_pool.pages,timeseries,max,none,context.scope:10|context.kind:5,context.env|context.team,,MySQL not scraped,Safe — bounded kind enum (data|dirty|free|misc),otel=mysql.buffer_pool.pages,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Capacity/Saturation,mysql.buffer_pool.operations,true,InnoDB buffer pool operation counts by type. Default metric. Cumulative monotonic counter. Key values: read_requests = total logical reads; read_ahead = prefetched pages; wait_free = times waited for free buffer page (saturation signal).,1,counter,mysql.buffer_pool.operations,timeseries,sum,per-second,context.scope:10|context.operation:12,context.env|context.team,,MySQL not scraped,buffer_pool_operations has 10+ values — filter to: read_requests|read_ahead|wait_free for operational use,otel=mysql.buffer_pool.operations,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Capacity/Saturation,mysql.buffer_pool.page_flushes,true,InnoDB buffer pool page flush requests. Default metric. Cumulative monotonic counter. High rate = dirty page flush pressure; can indicate write workload intensity or insufficient innodb_io_capacity.,1,counter,mysql.buffer_pool.page_flushes,timeseries,sum,per-second,context.scope:10,context.env|context.team,,MySQL not scraped,Safe,otel=mysql.buffer_pool.page_flushes,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Capacity/Saturation,mysql.table_open_cache,false,Table open cache status (open/miss/overflow/hit). Optional metric. Non-monotonic Sum — gauge-like. overflow > 0 means the table cache is undersized.,1,gauge,mysql.table_open_cache,timeseries|query-value,max,none,context.scope:10|context.cache_status:5,context.env|context.team,,Optional metric — absence means not enabled,Safe — bounded cache_status enum,otel=mysql.table_open_cache,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Errors/Failures,mysql.locks,true,Table lock acquisition counts by kind (immediate/waited). Default metric. Cumulative monotonic counter. waited > 0 indicates table-level lock contention (DDL or MyISAM). For InnoDB row locks use mysql.row_locks instead.,1,counter,mysql.locks,timeseries|query-value,sum,per-second,context.scope:10|context.kind:3,context.env|context.team,,MySQL not scraped,Safe — bounded kind enum (immediate|waited),otel=mysql.locks,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Errors/Failures,mysql.row_locks,true,InnoDB row lock counts/time by kind (time/waits). Default metric. Cumulative monotonic counter. kind=waits = lock contention events; kind=time = total ms waited (accumulated). Both are key InnoDB health signals.,1,counter,mysql.row_locks,timeseries|query-value,sum,per-second,context.scope:10|context.kind:3,context.env|context.team,,MySQL not scraped,"kind=time is in milliseconds total — rate gives ms/s (lock time accumulation rate), not current wait time",otel=mysql.row_locks,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Errors/Failures,mysql.table.lock_wait.read.count,false,Table-level read lock wait counts by schema/table and lock type. Optional metric. Requires Performance Schema table_lock_waits consumer.,1,counter,mysql.table.lock_wait.read.count,top-list|timeseries,sum,per-second,context.scope:10|context.table:20|context.schema:20,context.env|context.team,,Optional metric. Absence = Performance Schema table lock consumer disabled or metric not enabled,table_name + schema high cardinality,otel=mysql.table.lock_wait.read.count,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Errors/Failures,mysql.table.lock_wait.read.time,false,Total read lock wait time in nanoseconds by table/schema. Optional metric. Cumulative monotonic counter.,ns,counter,mysql.table.lock_wait.read.time,top-list|timeseries,sum,per-second,context.scope:10|context.table:20|context.schema:20,context.env|context.team,,Optional metric,table_name + schema high cardinality,otel=mysql.table.lock_wait.read.time,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Errors/Failures,mysql.table.lock_wait.write.count,false,Table-level write lock wait counts by schema/table. Optional metric.,1,counter,mysql.table.lock_wait.write.count,top-list|timeseries,sum,per-second,context.scope:10|context.table:20|context.schema:20,context.env|context.team,,Optional metric,table_name + schema high cardinality,otel=mysql.table.lock_wait.write.count,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Errors/Failures,mysql.table.lock_wait.write.time,false,Total write lock wait time in nanoseconds by table/schema. Optional metric.,ns,counter,mysql.table.lock_wait.write.time,top-list|timeseries,sum,per-second,context.scope:10|context.table:20|context.schema:20,context.env|context.team,,Optional metric,table_name + schema high cardinality,otel=mysql.table.lock_wait.write.time,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.operations,true,InnoDB data file I/O operations by kind (reads/writes/fsyncs). Default metric. Cumulative monotonic counter. fsyncs rate reflects durability overhead — high with innodb_flush_log_at_trx_commit=1.,1,counter,mysql.operations,timeseries,sum,per-second,context.scope:10|context.operations:4,context.env|context.team,,MySQL not scraped,Safe — bounded kind enum (fsyncs|reads|writes),otel=mysql.operations,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.page_operations,true,InnoDB page operation counts by kind (created/read/written). Default metric. Cumulative monotonic counter. read rate = physical I/O demand; written = checkpoint/flush workload.,1,counter,mysql.page_operations,timeseries,sum,per-second,context.scope:10|context.operation:4,context.env|context.team,,MySQL not scraped,Safe — bounded kind enum (created|read|written),otel=mysql.page_operations,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.log_operations,true,InnoDB redo log operation counts by kind (waits/write_requests/writes). Default metric. Cumulative monotonic counter. waits > 0 = redo log too small or I/O bottleneck.,1,counter,mysql.log_operations,timeseries,sum,per-second,context.scope:10|context.operation:4,context.env|context.team,,MySQL not scraped,Safe — bounded kind enum (waits|write_requests|writes),otel=mysql.log_operations,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.double_writes,true,InnoDB doublewrite buffer operation counts by kind (pages_written/writes). Default metric. Cumulative monotonic counter. Overhead of crash-safety mechanism. High rate = write-intensive workload.,1,counter,mysql.double_writes,timeseries,sum,per-second,context.scope:10|context.kind:3,context.env|context.team,,MySQL not scraped,Safe — bounded kind enum (pages_written|writes),otel=mysql.double_writes,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.opened_resources,true,Resources opened since startup by kind (file/socket/table). Default metric. Cumulative monotonic counter. High table open rate = table_open_cache undersized.,1,counter,mysql.opened_resources,timeseries,sum,per-second,context.scope:10|context.kind:4,context.env|context.team,,MySQL not scraped,Safe — bounded kind enum (file|socket|table),otel=mysql.opened_resources,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.prepared_statements,true,Prepared statement command counts by type (close/execute/fetch/reset/send_long_data). Default metric. Cumulative monotonic counter.,1,counter,mysql.prepared_statements,timeseries,sum,per-second,context.scope:10|context.command:6,context.env|context.team,,MySQL not scraped,Safe — bounded command enum,otel=mysql.prepared_statements,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.client.network.io,false,Network bytes transferred between MySQL server and all clients by direction (received/sent). Optional metric. Cumulative monotonic counter. Use rate for bytes/s.,By,counter,mysql.client.network.io,timeseries|query-value,sum,per-second,context.scope:10|context.direction:3,context.env|context.team,,Optional metric — absence means not enabled,Safe — bounded direction enum (received|sent),otel=mysql.client.network.io,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Capacity/Saturation,mysql.table.rows,false,Row count per table by schema. Optional metric. Non-monotonic Sum — gauge-like. Useful for capacity planning and identifying large tables.,1,gauge,mysql.table.rows,top-list,max,none,context.scope:10|context.table:20|context.schema:20,context.env|context.team,,Optional metric — absence means not enabled,table_name + schema high cardinality,otel=mysql.table.rows,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Capacity/Saturation,mysql.table.size,false,Table storage size in bytes by table/schema and type (data_length/index_length). Optional metric. Non-monotonic Sum — gauge-like.,By,gauge,mysql.table.size,top-list,max,none,context.scope:10|context.table:20|context.schema:20|context.table_size_type:3,context.env|context.team,,Optional metric — absence means not enabled,table_name + schema high cardinality,otel=mysql.table.size,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Capacity/Saturation,mysql.table.average_row_length,false,Average row length per table in bytes. Optional metric. Non-monotonic Sum — gauge-like. Wide rows contribute to large tables and higher I/O per row accessed.,By,gauge,mysql.table.average_row_length,top-list,max,none,context.scope:10|context.table:20|context.schema:20,context.env|context.team,,Optional metric — absence means not enabled,table_name + schema high cardinality,otel=mysql.table.average_row_length,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Capacity/Saturation,mysql.page_size,false,InnoDB page size in bytes. Optional metric. Non-monotonic Sum — gauge-like. Standard value is 16384 (16 KiB). Rarely changes.,By,gauge,mysql.page_size,query-value,max,none,context.scope:10,context.env|context.team,,Optional metric,Safe,otel=mysql.page_size,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Throughput/Usage,mysql.replica.sql_delay,false,Configured replication delay in seconds (SET GLOBAL REPLICA_IO_DELAY). Optional metric. Non-monotonic Sum — gauge-like. Zero = no intentional delay. Non-zero = delayed replication configured.,s,gauge,mysql.replica.sql_delay,query-value,max,none,context.scope:10,context.env|context.team,,Optional metric OR source node (replica metrics only appear on replicas),Safe,otel=mysql.replica.sql_delay,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Errors/Failures,mysql.replica.time_behind_source,false,Seconds the replica SQL thread lags behind the source. Optional metric. Non-monotonic Sum — gauge-like. Zero = caught up (with caveat: can show 0 on idle source even if genuinely behind). Growing value = replica cannot keep up.,s,gauge,mysql.replica.time_behind_source,query-value|timeseries,max,none,context.scope:10,context.env|context.team,,Optional metric OR source node (only emitted on replicas),Safe,otel=mysql.replica.time_behind_source,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Availability/Health,mysql.mysqlx_worker_threads,false,X-Plugin worker thread pool counts by kind (available/active). Optional metric. Non-monotonic Sum — gauge-like. Only relevant when X-Plugin is in use.,1,gauge,mysql.mysqlx_worker_threads,timeseries,max,none,context.scope:10|context.mysqlx_threads:3,context.env|context.team,,Optional metric OR X-Plugin not in use,Safe,otel=mysql.mysqlx_worker_threads,https://github.com/open-telemetry/opentelemetry-collector-contrib/blob/main/receiver/mysqlreceiver/documentation.md
Cost,NOT_APPLICABLE,false,MySQL is self-hosted — there is no direct billing metric. Proxy cost signals: mysql.table.size (storage cost) and mysql.operations/mysql.page_operations (I/O cost on cloud storage). Use storage growth trend and write amplification (page_operations vs row_operations) for cost attribution.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
