theme,name,confirmed,definition,unit,type,tsuga_metric_name,widget_suggestions,aggregation,post_function,group_by,required_context_fields,optional_context_fields,absence_means,cardinality_footguns,variants,citations
Replication/Change Streams,ChangeStreamLogSize,true,Storage used by retained change stream log; subset of cluster storage and a cost/backlog signal.,MiB,summary,aws_docdb_change_stream_log_size,query-value|timeseries|top-list,max,none,context.dbclusteridentifier:10,context.env|context.team,context.cloud.region,Change streams disabled or namespace mismatch,Do not sum with VolumeBytesUsed,cloudwatch=ChangeStreamLogSize,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Capacity/Cost,VolumeBytesUsed,true,Cluster storage used in bytes.,By,summary,aws_docdb_volume_bytes_used,query-value|timeseries|top-list,max,none,context.dbclusteridentifier:10,context.env|context.team,context.cloud.region,Metric absent or namespace mismatch,Cluster-level cost and capacity signal,cloudwatch=VolumeBytesUsed,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Capacity/Cost,AvailableMVCCIds,true,Remaining write operations before the cluster becomes read-only.,count,summary,aws_docdb_available_mvcc_ids,query-value|timeseries,min,none,context.dbclusteridentifier:10,context.env|context.team,context.cloud.region,Metric absent or namespace mismatch,Critical runway metric; keep ungroupped or cluster-level only,cloudwatch=AvailableMVCCIds,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Capacity/Cost,BackupRetentionPeriodStorageUsed,true,Backup storage used inside the retention window.,By,summary,aws_docdb_backup_retention_period_storage_used,query-value|timeseries|top-list,max,none,context.dbclusteridentifier:10,context.env|context.team,context.cloud.region,Metric absent or namespace mismatch,Cost signal not immediate health signal,cloudwatch=BackupRetentionPeriodStorageUsed,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Capacity/Cost,TotalBackupStorageBilled,true,Total billed backup storage for the cluster.,By,summary,aws_docdb_total_backup_storage_billed,query-value|timeseries|top-list,max,none,context.dbclusteridentifier:10,context.env|context.team,context.cloud.region,Metric absent or namespace mismatch,Cost signal not immediate health signal,cloudwatch=TotalBackupStorageBilled,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Capacity/Cost,CPUCreditBalance,true,Remaining burst credits for T3 instances.,count,summary,aws_docdb_cpu_credit_balance,query-value|timeseries,min,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role,Instance class not T3 or namespace mismatch,Gate by instance family,cloudwatch=CPUCreditBalance,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Performance Insights,DBLoad,false,Average active sessions from Performance Insights; only published when PI is enabled and there is load.,count,summary,aws_docdb_db_load,query-value|timeseries|top-list,average,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,PI disabled or no recent load,Do not assume presence in every deployment,cloudwatch=DBLoad,https://docs.aws.amazon.com/documentdb/latest/developerguide/performance-insights-cloudwatch.html
Performance Insights,DBLoadCPU,false,Average active sessions whose wait type is CPU.,count,summary,aws_docdb_db_load_cpu,query-value|timeseries|top-list,average,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,PI disabled or no recent load,Interpret only with DBLoad or DBLoadNonCPU,cloudwatch=DBLoadCPU,https://docs.aws.amazon.com/documentdb/latest/developerguide/performance-insights-cloudwatch.html
Performance Insights,DBLoadNonCPU,false,Average active sessions whose wait type is not CPU.,count,summary,aws_docdb_db_load_non_cpu,query-value|timeseries|top-list,average,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,PI disabled or no recent load,Wait-heavy load without context can mislead,cloudwatch=DBLoadNonCPU,https://docs.aws.amazon.com/documentdb/latest/developerguide/performance-insights-cloudwatch.html
Latency/Storage,DiskQueueDepth,true,Queued disk operations waiting on the storage path for a DocumentDB instance.,count,summary,aws_docdb_disk_queue_depth,query-value|timeseries|top-list,max,none,context.dbinstanceidentifier:20|context.role:4,context.env|context.team,context.dbclusteridentifier|context.cloud.region,Metric absent or namespace mismatch,Keep at instance or role granularity,live=aws_docdb_disk_queue_depth,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,DocumentsInserted,true,Documents inserted during the one-minute period on the instance.,count,summary,aws_docdb_documents_inserted,query-value|timeseries|bar,sum,none,context.dbinstanceidentifier:20|context.role:4,context.env|context.team,context.dbclusteridentifier|context.cloud.region,No insert activity or namespace mismatch,Keep bounded to instance or role,live=aws_docdb_documents_inserted,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,DocumentsUpdated,true,Documents updated during the one-minute period on the instance.,count,summary,aws_docdb_documents_updated,query-value|timeseries|bar,sum,none,context.dbinstanceidentifier:20|context.role:4,context.env|context.team,context.dbclusteridentifier|context.cloud.region,No update activity or namespace mismatch,Keep bounded to instance or role,live=aws_docdb_documents_updated,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,DocumentsDeleted,true,Documents deleted during the one-minute period on the instance.,count,summary,aws_docdb_documents_deleted,query-value|timeseries|bar,sum,none,context.dbinstanceidentifier:20|context.role:4,context.env|context.team,context.dbclusteridentifier|context.cloud.region,No delete activity or namespace mismatch,Keep bounded to instance or role,live=aws_docdb_documents_deleted,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,TTLDeletedDocuments,true,Documents deleted by the TTL monitor during the one-minute period.,count,summary,aws_docdb_ttl_deleted_documents,query-value|timeseries|bar,sum,none,context.dbinstanceidentifier:20|context.role:4,context.env|context.team,context.dbclusteridentifier|context.cloud.region,No TTL deletes or namespace mismatch,Usually low signal until TTL cleanup surges,live=aws_docdb_ttl_deleted_documents,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,OpcountersGetmore,true,getMore operations issued during the one-minute period as cursors continue returning results.,count,summary,aws_docdb_opcounters_getmore,query-value|timeseries|bar,sum,none,context.dbinstanceidentifier:20|context.role:4,context.env|context.team,context.dbclusteridentifier|context.cloud.region,No getMore activity or namespace mismatch,Useful for cursor-heavy read patterns,live=aws_docdb_opcounters_getmore,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,NetworkReceiveThroughput,true,Client network bytes per second received by the instance.,By/s,summary,aws_docdb_network_receive_throughput,query-value|timeseries|top-list,sum,none,context.dbinstanceidentifier:20|context.role:4,context.env|context.team,context.dbclusteridentifier|context.cloud.region|context.cloud.account.id,Metric absent or namespace mismatch,Prefer instance or role over raw clients,live=aws_docdb_network_receive_throughput,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,NetworkThroughput,true,Total client network bytes per second in and out of the instance.,By/s,summary,aws_docdb_network_throughput,query-value|timeseries|top-list,sum,none,context.dbinstanceidentifier:20|context.role:4,context.env|context.team,context.dbclusteridentifier|context.cloud.region|context.cloud.account.id,Metric absent or namespace mismatch,Use with directional network metrics for interpretation,live=aws_docdb_network_throughput,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,NetworkTransmitThroughput,true,Client network bytes per second sent by the instance.,By/s,summary,aws_docdb_network_transmit_throughput,query-value|timeseries|top-list,sum,none,context.dbinstanceidentifier:20|context.role:4,context.env|context.team,context.dbclusteridentifier|context.cloud.region|context.cloud.account.id,Metric absent or namespace mismatch,Prefer instance or role over raw clients,live=aws_docdb_network_transmit_throughput,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Latency/Storage,ReadThroughput,true,Bytes read from disk per second by the instance.,By/s,summary,aws_docdb_read_throughput,query-value|timeseries|top-list,sum,none,context.dbinstanceidentifier:20|context.role:4,context.env|context.team,context.dbclusteridentifier|context.cloud.region,Read path idle or namespace mismatch,Use with ReadIOPS to interpret average request size,live=aws_docdb_read_throughput,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Latency/Storage,WriteThroughput,true,Bytes written to disk per second by the instance.,By/s,summary,aws_docdb_write_throughput,query-value|timeseries|top-list,sum,none,context.dbinstanceidentifier:20|context.role:4,context.env|context.team,context.dbclusteridentifier|context.cloud.region,Write path idle or namespace mismatch,Use with WriteIOPS and change-stream growth for context,live=aws_docdb_write_throughput,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Latency/Storage,EBSByteBalance,true,Remaining EBS throughput credits for supporting instance families.,%,summary,aws_docdb_ebs_byte_balance,query-value|timeseries,min,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.cloud.region,Unsupported instance family or namespace mismatch,Keep gated because not every family emits it,live=aws_docdb_ebs_byte_balance,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Latency/Storage,EBSIOBalance,true,Remaining EBS I/O credits for supporting instance families.,%,summary,aws_docdb_ebsio_balance,query-value|timeseries,min,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.cloud.region,Unsupported instance family or namespace mismatch,Keep gated because not every family emits it,live=aws_docdb_ebsio_balance,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Cache/Memory,LowMemNumOperationsTimedOut,true,Operations that timed out under low-memory pressure during the one-minute period.,count,summary,aws_docdb_low_mem_num_operations_timed_out,query-value|timeseries|top-list,sum,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,No timed-out operations or namespace mismatch,Use with throttled ops and queue depth,live=aws_docdb_low_mem_num_operations_timed_out,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Cache/Memory,LowMemThrottleMaxQueueDepth,true,Highest low-memory throttle queue depth observed within the minute.,count,summary,aws_docdb_low_mem_throttle_max_queue_depth,query-value|timeseries|top-list,max,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,No low-memory queue spikes or namespace mismatch,Use with LowMemThrottleQueueDepth rather than alone,live=aws_docdb_low_mem_throttle_max_queue_depth,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Cache/Memory,LongestActiveGCRuntime,true,Duration of the longest currently active garbage-collection process on the instance.,s,summary,aws_docdb_longest_active_gc_runtime,query-value|timeseries|top-list,max,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,No active GC runtime metric or namespace mismatch,Interpret alongside memory pressure and write activity,live=aws_docdb_longest_active_gc_runtime,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,DatabaseCursorsLimit,true,Maximum number of cursors allowed on an instance at a point in time.,count,summary,aws_docdb_database_cursors_limit,query-value|timeseries,max,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,Metric absent or namespace mismatch,"Best used as a denominator or guardrail, not alone",live=aws_docdb_database_cursors_limit,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,DatabaseCursorsMax,true,Peak open cursors seen during the one-minute period on the instance.,count,summary,aws_docdb_database_cursors_max,query-value|timeseries|top-list,max,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,Metric absent or namespace mismatch,Interpret with current cursor count and getMore activity,live=aws_docdb_database_cursors_max,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,TransactionsStarted,true,Transactions started during the one-minute period on the instance.,count,summary,aws_docdb_transactions_started,query-value|timeseries|top-list,sum,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,No transaction starts or namespace mismatch,Use with commits and aborts for transaction health,live=aws_docdb_transactions_started,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,TransactionsCommitted,true,Transactions committed during the one-minute period on the instance.,count,summary,aws_docdb_transactions_committed,query-value|timeseries|top-list,sum,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,No committed transactions or namespace mismatch,Use with started and aborted counts,live=aws_docdb_transactions_committed,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,TransactionsOpenLimit,true,Maximum number of concurrent open transactions allowed on the instance.,count,summary,aws_docdb_transactions_open_limit,query-value|timeseries,max,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,Metric absent or namespace mismatch,"Best used as a denominator or guardrail, not alone",live=aws_docdb_transactions_open_limit,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
Traffic/Operations,TransactionsOpenMax,true,Peak open transactions seen during the one-minute period on the instance.,count,summary,aws_docdb_transactions_open_max,query-value|timeseries|top-list,max,none,context.dbinstanceidentifier:20,context.env|context.team,context.dbclusteridentifier|context.role|context.cloud.region,Metric absent or namespace mismatch,Interpret with current open transactions and aborts,live=aws_docdb_transactions_open_max,https://docs.aws.amazon.com/documentdb/latest/developerguide/cloud_watch.html
